PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
NRS,NSI20201116,2020-11-16 11:20:00,0,0.007,0,0.012,0,,0.011,0,0.003,0,0.006,0.01,0.003,0,0.003,0.003,0.02,0,,0.005,0,0.003,0,0,0.001,0.086,0.002,0,0,0,0.014,0.014,0.035,0.28,0.315,0,0,0,,,,0.028,0,0,
NRS,PHB20200831,2020-09-01 09:00:00,0,0.183,0,0.31,0,,0.409,0,0.017,0,0.03,0.598,0.008,0,0.019,0.006,0.103,0,,0.048,0,0,0.043,0,0,0.009,0,0,0,0,0.097,0.097,0,1.688,1.688,0,0,0,,,,0.041,0,0,
NRS,ROT20191218,2019-12-18 10:30:00,20,0.019,0,0.025,0,,0,0,0,0,0.015,0.028,0.004,0,0.008,0.003,0.037,0.006,,0.008,0,0,0,0,0,0.028,0,0,0,0,0.039,0.039,0.016,0.2,0.216,0,0,0,,,,0.011,0,0,
NRS,ROT20200128,2020-01-28 11:05:00,0,0.012,0,0.014,0,,0,0,0.003,0,0.008,0.023,0.002,0,0.003,0.003,0.025,0,,0.014,0,0,0,0,0.003,0.04,0,0,0,0,0.01,0.01,0.003,0.179,0.182,0,0,0,,,,0.008,0,0,
NRS,DAR20200810,2020-08-11 09:01:00,16,0,0,0.051,0.012,,0,0,0,0,0,0.19,0.006,0,0.026,0.005,0.034,0,,0.021,0,0,0.017,0,0,0.079,0,0,0,0,0.028,0.028,0,0.683,0.683,0,0,0,,,,0.042,0,0,
NRS,DAR20200203_2130,2020-02-04 07:10:00,0,0.022,0,0.102,0.046,,0.053,0,0,0,0,0.407,0.005,0,0.017,0.004,0.014,0,,0.036,0,0,0.031,0,0,0.062,0,0,0,0,0.058,0.058,0,1.122,1.122,0,0,0,,,,0.056,0,0,
NRS,NSI20200528,2020-05-28 12:10:00,0,0.018,0,0.023,0,,0.006,0,0.003,0,0.019,0.02,0,0,0,0.001,0.037,0,,0.009,0,0,0,0,0.002,0.041,0,0,0,0.004,0.011,0.015,0.056,,,0,0,0,,,,0.013,0,0,
NRS,PHB20200609,2020-06-10 08:52:00,0,0.058,0,0.103,0,,0.015,0,0.025,0,0.056,0.08,0.017,0,0.034,0.009,0.1,0.003,,0.019,0,0,0.048,0,0,0.018,0.004,0,0,0,0.157,0.157,0,,,0,0,0,,,,0.033,0,0,
NRS,PHB20200630,2020-07-01 09:43:00,0,0.078,0,0.117,0,,0.027,0.039,0.013,0,0.038,0.232,0.007,0,0.017,0.004,0.081,0.004,,0.025,0,0,0.015,0,0,0.011,0,0,0,0,0.063,0.063,0,,,0,0,0,,,,0.019,0,0,
NRS,MAI20200928,2020-09-29 00:00:00,0,0.094,0,0.337,0,,0.834,0,0.021,0,0.004,0.691,0.003,0,0.007,0.002,0.02,0,,0.056,0,0,0.016,0,0.004,0,0,0,0,0,0.025,0.025,0,1.538,1.538,0,0,0,,,,0.027,0,0,low volume
NRS,ROT20200825,2020-08-25 12:05:00,20,0.029,0,0.033,0,,0.004,0,0.007,0,0.02,0.027,0.005,0,0.012,0.006,0.055,0.006,,0.011,0,0,0.005,0,0,0.009,0,0,0,0,0.042,0.042,0,0.221,0.221,0,0,0,,,,0.01,0,0,
NRS,KAI20200527,2020-05-28 09:35:00,0,0.06,0,0.083,0,,0.035,0,0.017,0,0.039,0.109,0.004,0,0.009,0.003,0.089,0,,0.029,0,0,0.012,0,0.005,0.017,0,0,0,0,0.067,0.067,0.022,0.518,0.54,0,0,0,,,,0.016,0,0,
NRS,YON20200611,2020-06-12 09:25:00,0,0.006,0,0.012,0,,0.01,0,0,0,0.007,0.017,0.001,0,0.003,0.001,0.017,0.004,,0.006,0,0,0,0,0,0.034,0,0,0,0,0.011,0.011,0.005,0.149,0.154,0,0,0,,,,0.01,0,0,
NRS,MAI20201118,2020-11-19 10:45:00,0,0.068,0,0.093,0,,0.025,0,0,0,0.032,0.157,0.019,0,0.063,0.027,0.077,0.015,,0.075,0,0.007,0.035,0,0.008,0.041,0.005,0,0,0,0.143,0.143,0,0.652,0.652,0,0,0,,,,0.025,0,0,
NRS,DAR20200922_0330,2020-09-22 13:00:00,0,0.028,0,0.087,0.041,,0,0,0,0,0.016,0.434,0.005,0,0.02,0.004,0.026,0.029,,0.045,0,0,0.016,0,0,0.091,0,0,0,0,0.065,0.065,0,1.105,1.105,0,0,0,,,,0.056,0,0,
NRS,DAR20200922_0630,2020-09-22 16:00:00,20,0.025,0,0.083,0.034,,0,0,0.021,0,0,0.391,0.006,0,0.023,0.009,0.038,0.012,,0.04,0,0,0.014,0,0,0.091,0,0,0,0,0.044,0.044,0,1.054,1.054,0,0,0,,,,0.056,0,0,
NRS,YON20191202,2019-12-03 10:11:00,0,0.006,0,0.011,0,,0.017,0,0.002,0,0.006,0.013,0.001,0,0,0.001,0.02,0,,0.014,0,0,0,0,0.003,0.102,0,0,0,0,0.018,0.018,0.041,0.276,0.317,0,0,0,,,,0.036,0,0,
NRS,NSI20201221,2020-12-21 11:35:00,0,0.015,0,0.023,0,,0.019,0,0.004,0,0.012,0.017,0.002,0,0.001,0.002,0.032,0,,0.009,0,0.005,0,0,0.002,0.177,0,0,0,0.009,0.017,0.026,0.104,0.594,0.698,0,0,0,,,,0.065,0,0,
NRS,NSI20210226,2021-02-26 11:05:00,0,0.006,0,0.014,0,,0.016,0,0.005,0,0.004,0.01,0,0,0,0.001,0.015,0,,0.007,0,0.002,0,0,0.002,0.089,0,0,0,0.003,0.003,0.006,0.047,0.259,0.306,0,0,0,,,,0.032,0,0,
NRS,PHB20210421,2021-04-22 08:40:00,0,0.132,0,0.153,0,,0.099,0,0.016,0,0.058,0.174,0.015,0,0.041,0.008,0.16,0.004,,0.03,0,0,0.024,0,0,0.028,0,0,0,0,0.17,0.17,0,0.829,0.829,0,0,0,,,,0.032,0,0,
NRS,ROT20210407,2021-04-07 11:50:00,0,0.025,0,0.034,0,,0.016,0,0.004,0,0.01,0.04,0.008,0,0.009,0.005,0.027,0.002,,0.01,0,0.003,0.003,0,0.001,0.059,0.01,0,0,0,0.058,0.058,0.03,0.283,0.313,0,0,0,,,,0.017,0,0,
NRS,DAR20210303,2021-03-04 08:34:00,17.5,0,0,0.04,0.034,,0,0,0,0,0.027,0.321,0.005,0,0.022,0.002,0.01,0.047,,0.022,0,0,0.024,0,0,0.069,0,0,0,0,0.035,0.035,0,0.687,0.687,0,0,0,,,,0.044,0,0,
NRS,PHB20210310,2021-03-11 09:12:00,15,0.066,0,0.091,0,,0.026,0,0.016,0,0.035,0.065,0.013,0,0.019,0.009,0.1,0.005,,0.015,0,0,0.017,0,0,0.085,0.012,0,0,0,0.116,0.116,0.11,0.566,0.676,0,0,0,,,,0.04,0,0,
NRS,KAI20210505,2021-05-06 08:20:00,0,0.006,0,0.023,0,,0,0,0,0,0.017,0.009,0.002,0,0.003,0.001,0.05,0.001,,0.005,0,0.003,0.001,0,0,0.042,0,0,0,0,0.029,0.029,0.047,0.204,0.251,0,0,0,,,,0.014,0,0,
NRS,DAR20150203_0330,2015-02-03 13:30:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20210625,2021-06-25 10:59:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20210727,2021-07-27 10:40:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20100121,2010-01-22 10:00:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
NRS,DAR20150203_0330,2015-02-03 13:30:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20210809,2021-08-09 11:08:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,PHB20200831,2020-09-01 10:00:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,YON20200904,2020-09-04 12:17:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,YON20200710,2020-07-11 10:32:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,ROT20191218,2019-12-18 09:55:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20200817,2020-08-18 10:54:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,PHB20201013,2020-10-14 09:48:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20200628,2020-06-29 10:30:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,KAI20200527,2020-05-28 09:35:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,ROT20201106,2020-11-06 10:44:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20191220,2019-12-20 11:20:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,DAR20191105,2019-11-06 08:06:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20190430,2019-05-01 10:29:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,YON20200422,2020-04-22 12:28:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,ROT20200730,2020-07-30 10:16:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20210215,2021-02-16 10:30:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,KAI20191127,2019-11-27 14:50:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,ROT20200520,2020-05-20 10:20:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,PHB20190729,2019-07-29 10:24:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,ROT20190711,2019-07-11 10:05:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20200106,2020-01-07 10:20:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,YON20190528,2019-05-28 12:10:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,MAI20200810,2020-08-10 10:50:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,KAI20181204,2018-12-04 16:00:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20190916,2019-09-16 11:15:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,NSI20200122,2020-01-22 11:45:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NRS,YON20181123,2018-11-23 10:44:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,samples lost due to dewar failure
NRS,PHB20160926,2016-09-27 00:00:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,No sample collected
NRS,PHB20150723,2015-07-23 00:00:00,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,not sampled
NRS,PHB20160407,2016-04-08 00:00:00,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,NOT FILTERED
NRS,YON20130515,2013-05-15 10:45:00,WC,0.014,0,0.02,0.004,,0,0,0,0,0.007,0.034,0.002,0,0.004,0.001,0.023,0.003,0,0.006,0,0,0.003,0,0,0.07,0,0,0,0,0.02,0.02,0,0.239,0.239,0,0,0,0,,,0.019,0,1,
NRS,YON20130912,2013-09-12 12:22:00,8,0.025,0,0.067,0,,0.188,0,0.007,0,0.022,0.121,0.004,0,0.005,0.005,0.045,0,0,0.046,0,0.003,0,0,0.007,0.116,0,0,0,0,0.014,0.014,0.02,0.579,0.599,0,0,0,0,,,0.052,0,1,
NRS,KAI20110427,2011-04-28 07:55:00,40,0.046,0,0.051,0,,0.028,0,0.007,0,0.05,0.027,0.007,0,0.011,0.005,0.097,0.007,0,0.015,0,0.003,0.008,0,0.004,0.076,0,0,0,0.005,0.051,0.056,0.091,0.279,0.37,0,0,0,0,,,0.021,0,1,
NRS,KAI20120215,2012-02-15 12:00:00,100,0.092,0,0.069,0,,0.064,0,0.027,0,0.049,0.119,0,0,0.009,0.002,0.086,0,0,0.019,0,0,0,0,0,0.027,0,0,0,0.004,0.044,0.048,0.023,0.402,0.425,0,0,0,0,,,0.022,0,1,
NRS,NSI20110323,2011-03-23 11:05:00,20,0,0,0.004,0,,0,0,0,0,0.003,0.003,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0.026,0.033,0.059,0,0,0,0,,,0.007,0,1,
NRS,MAI20150224,2015-02-25 11:05:00,WC,0.033,0,0.052,0,,0.016,0,0.011,0,0.022,0.042,0.006,0,0.015,0.003,0.065,0.003,0,0.017,0,0,0.014,0,0.003,0.007,0,0,0,0,0.062,0.062,0,0.343,0.343,0,0,0,0,,,0.01,0,1,
NRS,PHB20130514,2013-05-15 09:55:00,25,0.035,0,0.055,0,,0.015,0,0,0,0.016,0.083,0.011,0,0.024,0.009,0.035,0,0,0.014,0,0,0.017,0,0,0.021,0.016,0,0,0,0.098,0.098,0.005,0.452,0.457,0,0,0,0,,,0.019,0,1,
NRS,MAI20121002,2012-10-02 11:55:00,WC,0.025,0,0.052,0,,0.084,0,0.011,0,0.012,0.097,0.011,0,0.019,0.006,0.036,0,0,0.017,0,0,0.009,0,0,0,0,0,0,0,0.052,0.052,0,0.39,0.39,0,0,0,0,,,0.008,0,1,
NRS,MAI20130214,2013-02-14 11:40:00,20,0.011,0,0.012,0,,0,0,0,0,0.006,0.016,0.002,0,0.005,0,0.013,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0.018,0.018,0,0.081,0.081,0,0,0,0,,,0.005,0,1,
NRS,ROT20110622,2011-06-22 13:25:00,20,0.011,0,0.038,0,,0.005,0,0.012,0,0.032,0.035,0.006,0,0.013,0.005,0.082,0,0,0.015,0,0,0.018,0,0,0.028,0,0,0,0,0.051,0.051,0,0.354,0.354,0,0,0,0,,,0.02,0,1,
NRS,ROT20121126,2012-11-26 12:22:00,20,0.031,0,0.043,0,,0.007,0,0.006,0,0.024,0.047,0.007,0,0.016,0.006,0.052,0,0,0.017,0,0.003,0.006,0,0.003,0.025,0,0,0,0,0.058,0.058,0.019,0.317,0.336,0,0,0,0,,,0.013,0,1,
NRS,YON20140317,2014-03-17 14:27:00,8,0.008,0,0.01,0,,0.016,0,0,0,0.004,0.012,0.002,0,0.002,0.001,0.017,0.002,0,0.008,0,0.002,0,0,0,0.09,0,0,0,0,0.019,0.019,0,0.543,0.543,0,0,0,0,,,0.025,0,1,
NRS,DAR20121209_0300,2012-12-09 12:45:00,WC,0.031,0,0.074,0.021,,0,0,0,0,0,0.206,0.005,0,0.012,0.006,0.042,0.011,0,0.039,0,0,0.01,0,0,0.113,0,0,0,0,0.053,0.053,0,0.746,0.746,0,0,0,0,,,0.042,0,1,
NRS,YON20110323,2011-03-23 11:51:15,WC,0.069,0,0.066,0,,0.026,0,0.015,0,0.021,0.133,0.009,0,0.023,0.006,0.093,0.008,0,0.026,0,0,0.018,0,0,0.107,0,0,0,0,0.096,0.096,0.012,0.675,0.687,0,0,0,0,,,0.045,0,1,
NRS,YON20110414,2011-04-14 12:34:00,26,0.03,0,0.03,0.007,,0,0,0,0,0.008,0.067,0.004,0,0.011,0.002,0.046,0.006,0,0.012,0,0,0,0,0,0.087,0,0,0,0,0.034,0.034,0,0.327,0.327,0,0,0,0,,,0.021,0,1,
NRS,YON20111213,2011-12-13 14:09:00,WC,0,0,0.016,0,,0.015,0,0,0,0.008,0.017,0,0,0,0.002,0.024,0,0,0.006,0,0,0,0,0,0.133,0,0,0,0,0,0,0.103,0.129,0.232,0,0,0,0,,,0.031,0,1,
NRS,NIN20120509,2012-05-09 11:46:00,WC,0.028,0,0.04,0,,0.01,0,0.013,0,0.016,0.042,0.006,0,0.012,0.003,0.045,0.003,0,0.013,0,0.004,0.01,0,0.005,0.08,0,0,0,0,0.065,0.065,0.063,0.405,0.468,0,0,0,0,,,0.027,0,1,
NRS,DAR20140906_0930,2014-09-06 19:00:00,24,0.013,0,0.021,0,,0.018,0,0,0,0.005,0.068,0.003,0,0.007,0.003,0.019,0.007,0,0.011,0,0,0.004,0,0.004,0.084,0,0,0,0,0.031,0.031,0,0.301,0.301,0,0,0,0,,,0.025,0,1,
NRS,DAR20140906_0330,2014-09-06 13:03:00,WC,0.014,0,0.023,0,,0.015,0,0,0,0.006,0.058,0.003,0,0.009,0.004,0.02,0.007,0,0.015,0,0,0.004,0,0,0.082,0,0,0,0,0.027,0.027,0,0.306,0.306,0,0,0,0,,,0.02,0,1,
NRS,KAI20101120,2010-11-21 05:15:00,90,0.028,0,0.024,0,,0.032,0,0,0,0.035,0.042,0.004,0,0.01,0,0.029,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.028,0.028,0,0.121,0.121,0,0,0,0,,,0.003,0,2,
NRS,NSI20110220,2011-02-21 09:40:00,57,0,0,0.004,0,,0,0,0,0,0.003,0.011,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.019,0,0,0,0,,,0,0,2,station start time used
NRS,YON20140717,2014-07-17 13:29:00,1,0.004,0,0.008,0,,0.003,0,0,0,0.008,0.007,0,0,0,0.001,0.015,0,0,0.008,0,0,0,0,0,0.072,0,0,0,0.004,0.008,0.012,0.059,0.074,0.133,0,0,0,0,,,0.012,0,1,
NRS,PHB20141208,2014-12-09 11:48:00,WC,0.071,0,0.219,0,,0.279,0.247,0.025,0,0.012,0.41,0.004,0,0.009,0.004,0.041,0.003,0,0.042,0,0,0.012,0,0.003,0.016,0,0,0,0,0.037,0.037,0.007,0.924,0.931,0,0,0,0,,,0.027,0,1,
NRS,MAI20100505,2010-05-05 12:00:00,WC,0.011,0,0.042,0,,0,0,0.009,0,0.022,0.076,0.011,0,0.028,0.01,0.073,0,0,0.017,0,0,0.031,0,0,0.011,0,0,0,0,0.106,0.106,0,0.529,0.529,0,0,0,0,,,0.023,0,1,
NRS,NSI20130706,2013-07-07 10:20:00,WC,0.02,0,0.035,0,,0.01,0,0,0,0.015,0.029,0,0,0,0,0.035,0,0,0.006,0,0,0,0,0,0.046,0,0,0,0.016,0.019,0.035,0.07,0.2,0.27,0,0,0,0,,,0.016,0,1,
NRS,DAR20121208_2000,2012-12-09 05:45:00,WC,0.02,0,0.037,0.014,,0,0,0,0,0,0.094,0.003,0,0.009,0.003,0.02,0.009,0,0.013,0,0,0.005,0,0,0.063,0,0,0,0,0.033,0.033,0,0.34,0.34,0,0,0,0,,,0.03,0,1,
NRS,DAR20130617_1830,2013-06-18 04:00:00,21,0.02,0,0.034,0.012,,0,0,0,0,0,0.084,0.007,0,0.023,0.005,0.025,0,0,0.014,0,0,0.011,0,0,0.099,0,0,0,0,0.057,0.057,0,0.499,0.499,0,0,0,0,,,0.039,0,1,
NRS,MAI20110812,2011-08-12 11:00:00,20,0.021,0,0.03,0.003,,0,0,0,0,0.025,0.057,0.007,0,0.015,0.006,0.042,0,0,0.015,0,0,0.004,0,0,0.006,0,0,0,0,0.045,0.045,0,0.252,0.252,0,0,0,0,,,0.01,0,1,
NRS,MAI20120119,2012-01-19 12:35:00,20,0.085,0,0.142,0,,0.118,0,0.062,0,0.038,0.149,0.025,0,0.068,0.026,0.16,0,0,0.057,0,0.004,0.052,0,0.008,0.029,0,0,0,0,0.245,0.245,0,0.977,0.977,0,0,0,0,,,0.046,0,1,
NRS,MAI20130129,2013-01-30 11:19:00,85,0.017,0,0.018,0,,0,0,0,0,0.007,0.024,0.002,0,0.005,0,0.016,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.09,0.09,0,0,0,0,,,0.004,0,2,used CTD soak time
NRS,ROT20110725,2011-07-25 11:00:00,WC,0.011,0,0.026,0.006,,0,0.061,0.009,0,0.023,0.035,0.006,0,0.015,0.004,0.057,0,0,0.009,0,0,0.008,0,0,0.013,0,0,0,0,0.055,0.055,0,0.288,0.288,0,0,0,0,,,0.01,0,1,
NRS,NSI20110606,2011-06-06 10:40:00,20,0,0,0.011,0,,0.01,0,0,0,0.012,0.007,0,0,0,0,0.021,0,0,0.005,0,0,0,0,0,0.061,0.003,0,0,0,0.017,0.017,0.04,0.098,0.138,0,0,0,0,,,0.008,0,1,
NRS,NSI20120620,2012-06-20 11:20:00,WC,0.038,0,0.055,0,,0.007,0,0,0,0.029,0.06,0.006,0,0.012,0.002,0.057,0,0,0.01,0,0,0.007,0,0,0.029,0.004,0,0,0.006,0.058,0.064,0.038,0.407,0.445,0,0,0,0,,,0.016,0,1,
NRS,YON20140820,2014-08-20 12:12:00,26,0.005,0,0.012,0.003,,0,0,0,0,0.007,0.013,0,0,0,0.002,0.015,,0,0.006,0,0.002,0,0,0,0.069,0,0,0,0.004,0.017,0.021,0.059,0.104,0.163,0,0,0,0,,,0.012,0,1,
NRS,MAI20140807,2014-08-07 00:00:00,85,0.021,0,0.023,0,,0,0,0.003,0,0.023,0.025,0.005,0,0.013,0.003,0.037,,0,0.006,0,0,0.007,0,0,0.005,0,0,0,0,0.046,0.046,0.005,0.193,0.198,0,0,0,0,,,0.007,0,1,
NRS,MAI20140821,2014-08-21 12:50:00,WC,0.037,0,0.057,0.004,,0,0,0.007,0,0.027,0.04,0.015,0,0.037,0.012,0.066,,0,0.017,0,0.002,0.023,0,0,0.026,0,0,0,0,0.147,0.147,0.008,0.523,0.531,0,0,0,0,,,0.022,0,0,
NRS,YON20110908,2011-09-08 11:53:00,WC,0.014,0,0.018,0,,0.015,0,0.006,0,0.01,0.023,0.003,0,0.004,0.004,0.038,0,0,0.011,0,0.002,0,0,0,0.103,0,0,0,0,0.023,0.023,0.047,0.325,0.372,0,0,0,0,,,0.032,0,1,
NRS,NIN20121107,2012-11-07 12:47:00,20,0.004,0,0.085,0,,0.053,0,0.021,0,0.033,0.083,0.009,0,0.025,0.002,0.054,0,0,0.019,0,0.004,0.005,0,0.004,0.039,0,0,0,0.004,0.106,0.11,0.025,0.402,0.427,0,0,0,0,,,0.013,0,1,
NRS,KAI20091115,2009-11-16 08:40:00,90,0,0,0.007,0,,0,0,0,0,0.006,0.017,0,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0.081,0.081,0,0,0,0,,,0,0,4,volume not recorded
NRS,ESP20130725,2013-07-25 10:50:00,40,0.023,0,0.067,0,,0.016,0,0.009,0,0.033,0.116,0.01,0,0.023,0.007,0.052,0,0,0.016,0,0.003,0.013,0,0,0.016,0.004,0,0,0,0.07,0.07,0,0.511,0.511,0,0,0,0,,,0.012,0,1,Very concentrated sample – 2hrs to filter mil527 process_date estimated - trip date +30 days
NRS,PHB20130125,2013-01-25 10:41:00,25,0.023,0,0.04,0,,0.015,0,0.022,0,0.022,0.024,0.011,0,0.023,0.011,0.029,0,0,0.012,0,0.003,0.004,0,0,0.069,0,0,0,0,0.108,0.108,0.017,0.404,0.421,0,0,0,0,,,0.028,0,1,
NRS,DAR20140702,2014-07-03 09:33:00,6,0,0,0.013,0.008,,0,0,0,0,0,0.046,0,0,0,0,0.005,0,0,0.007,0,0,0.003,0,0,0.015,0,0,0,0,0.009,0.009,0,0.131,0.131,0,0,0,0,,,0.006,0,0,
NRS,ROT20140919,2014-09-19 13:30:00,WC,0.044,0,0.059,0,,0.014,0,0.014,0,0.023,0.091,0.012,0,0.023,0.008,0.082,0.004,0.032,0,0,0.005,0.013,0,0.005,0.018,0.005,0,0,0,0.091,0.091,0.008,0.468,0.476,0,0,0,0,,,0.016,0,0,Composite
NRS,MAI20091111,2009-11-11 12:30:00,20,0.024,0,0.067,0.009,,0,0,0.016,0,0.019,0.035,0.012,0,0.034,0.01,0.069,0,0,0.011,0,0,0.041,0,0,0.018,0,0,0,0,0.098,0.098,0,0.521,0.521,0,0,0,0,,,0.023,0,1,
NRS,MAI20110328,2011-03-29 11:25:00,82,0.017,0,0.029,0,,0.007,0,0,0,0.017,0.034,0.006,0,0.019,0.003,0.042,0,0,0.007,0,0,0.008,0,0,0.007,0,0,0,0,0.067,0.067,0,0.232,0.232,0,0,0,0,,,0.01,0,1,
NRS,MAI20110407,2011-04-07 10:30:00,82,0.005,0,0.012,0,,0.009,0,0,0,0.008,0.019,0.003,0,0.006,0,0.013,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.018,0.018,0,0.081,0.081,0,0,0,0,,,0.006,0,2,station start time used
NRS,MAI20111214,2011-12-15 12:30:00,20,0.063,0,0.105,0,,0.033,0,0.005,0,0.033,0.114,0.029,0,0.06,0.019,0.1,0,0,0.017,0,0.003,0.051,0,0,0.045,0,0,0,0,0.21,0.21,0,0.856,0.856,0,0,0,0,,,0.044,0,1,
NRS,MAI20120621,2012-06-21 11:00:00,WC,0.019,0,0.045,0,,0,0,0.007,0,0.027,0.035,0.009,0,0.017,0.004,0.048,0,0,0.007,0,0,0.01,0,0,0.005,0,0,0,0,0.066,0.066,0,0.319,0.319,0,0,0,0,,,0.009,0,1,
NRS,MAI20121017,2012-10-18 11:50:00,20,0.086,0,0.305,0,,0.45,0.227,0,0,0.015,0.378,0.014,0,0.041,0.014,0.066,0,0,0.09,0,0.005,0.011,0,0.007,0.008,0,0,0,0,0.121,0.121,0,1.533,1.533,0,0,0.165,0,,,0.044,0,1,
NRS,NSI20130819,2013-08-19 11:00:00,WC,0.067,0,0.085,0,,0.048,0.092,0,0,0.012,0.176,0,0,0,0,0.024,0,0,0.018,0,0,0,0,0.003,0.006,0,0,0,0,0.009,0.009,0.008,0.435,0.443,0,0,0,0,,,0.009,0,1,
NRS,ROT20110622,2011-06-22 13:16:00,WC,0.028,0,0.04,0,,0.051,0,0.008,0,0.03,0.04,0.005,0,0.013,0.004,0.082,0,0,0.017,0,0,0.015,0,0,0.021,0,0,0,0,0.041,0.041,0,0.26,0.26,0,0,0,0,,,0.011,0,2,station end time used
