PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
NRS,YON20110720,2011-07-20 12:53:00,8,0.01,0,0.009,0,,0.008,0,0,0,0.01,0.013,0,0,0,0.002,0.022,0,0,0.009,0,0,0,0,0.003,0.061,0,0,0,0,0.008,0.008,0.009,0.121,0.13,0,0,0,0,,,0.01,0,1,
NRS,YON20120402,2012-04-02 11:18:00,8,0.014,0,0.018,0,,0.017,0,0,0,0.004,0.043,0,0,0.003,0.001,0.021,0.005,0,0.01,0,0,0,0,0,0.121,0,0,0,0,0.027,0.027,0,0.321,0.321,0,0,0,0,,,0.02,0,1,
NRS,NIN20130209,2013-02-09 10:15:00,20,0.018,0,0.029,0,,0.017,0,0.009,0,0.01,0.035,0.002,0,0.005,0.003,0.034,0.011,0,0.014,0,0,0,0,0,0.059,0,0,0,0.004,0.017,0.021,0.032,0.194,0.226,0,0,0,0,,,0.018,0,1,
NRS,PHB20091110,2009-11-11 11:30:00,WC,0.124,0,0.076,0,,0.184,0,0.012,0,0.017,0.3,0,0,0,0,0.026,0,0,0.033,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.471,0.471,0,0,0,0,,,0.014,0,1,
NRS,PHB20110228,2011-03-01 09:30:00,WC,0.029,0,0.036,0.006,,0,0,0.013,0,0.028,0.019,0.023,0,0.031,0.011,0.049,0,0,0.008,0,0,0.008,0,0,0.044,0.025,0,0,0,0.161,0.161,0.027,0.413,0.44,0,0.005,0,0,,,0.03,0,2,station start time used
NRS,PHB20111117,2011-11-18 09:51:00,WC,0.046,0,0.071,0.016,,0,0,0.034,0.042,0.014,0.206,0.002,0,0.006,0.007,0.04,0,0,0.048,0,0.004,0.006,0,0.006,0,0,0,0,0,0.019,0.019,0,0.592,0.592,0,0,0,0,,,0.02,0,2,WQM time used
NRS,MAI20150312,2015-03-13 11:35:00,0,0.027,0,0.078,0,,0.011,0,0.005,0,0.023,0.036,0.01,0,0.024,0.01,0.049,0.003,0,0.023,0,0.002,0.066,0,0.004,0.022,0.003,0,0,0,0.095,0.095,0.008,0.557,0.565,0,0,0,0,,,0.024,0,1,
NRS,MAI20150312,2015-03-13 11:35:00,WC,0.038,0,0.099,0,,0.04,0,0.011,0,0.025,0.053,0.019,0,0.045,0.012,0.067,0.005,0,0.018,0,0.002,0.072,0,0.002,0.036,0.003,0,0,0,0.156,0.156,0.012,0.682,0.694,0,0,0,0,,,0.023,0,1,
NRS,MAI20150224,2015-02-25 11:20:00,85,0.008,0,0.008,0,,0,0,0,0,0.009,0.008,0,0,0,0,0.008,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0,0,0,0,,,0.002,0,1,
NRS,MAI20150224,2015-02-25 11:20:00,0,0.032,0,0.044,0,,0.007,0,0.007,0,0.024,0.041,0.003,0,0.008,0.005,0.059,0.003,0,0.035,0,0,0.013,0,0.007,0.007,0,0,0,0,0.026,0.026,0,0.28,0.28,0,0,0,0,,,0.009,0,1,
NRS,NSI20130806,2013-08-06 11:10:00,WC,0.059,0,0.046,0,,0.046,0.039,0,0,0.013,0.098,0,0,0,0,0.024,0,0,0.011,0,0,0,0,0,0.004,0,0,0,0,0.006,0.006,0,0.248,0.248,0,0,0,0,,,0.006,0,1,
NRS,ROT20100315,2010-03-15 10:42:00,40,0.03,0,0.06,0,,0,0,0.006,0,0.017,0.117,0.006,0,0.014,0.004,0.057,0,0,0.022,0,0,0.004,0,0,0.019,0,0,0,0,0.044,0.044,0,0.334,0.334,0,0,0,0,,,0.013,0,1,
NRS,ROT20110224,2011-02-24 10:34:00,40,0.04,0,0.029,0,,0.007,0,0,0,0.031,0.047,0.003,0,0.008,0.002,0.053,0,0,0.014,0,0,0.003,0,0,0.018,0,0,0,0.007,0.035,0.042,0.027,0.218,0.245,0,0,0,0,,,0.017,0,1,
NRS,ROT20130221,2013-02-21 13:55:00,40,0.017,0,0.025,0.003,,0,0,0,0,0.008,0.022,0.003,0,0.007,0,0.028,0,0,0.004,0,0.003,0.003,0,0,0.018,0,0,0,0,0.045,0.045,0.006,0.222,0.228,0,0,0,0,,,0.007,0,1,
NRS,ROT20111221,2011-12-21 16:55:00,40,0.021,0,0.028,0.004,,0,0,0.005,0,0.014,0.033,0.005,0,0.014,0.004,0.059,0,0,0.01,0,0,0.006,0,0,0.043,0,0,0,0,0.043,0.043,0,0.266,0.266,0,0,0,0,,,0.016,0,1,
NRS,YON20140624,2014-06-24 11:49:00,1,0.01,0,0.009,0,,0.005,0,0,0,0.007,0.007,0,0,0,0.001,0.015,0,0,0.007,0,0,0,0,0,0.056,0,0,0,0,0.005,0.005,0.023,0.097,0.12,0,0,0,0,,,0.012,0,1,
NRS,DAR20121208_1630,2012-12-09 02:00:00,21,0.026,0,0.042,0.013,,0,0,0,0,0,0.128,0,0,0.011,0,0.027,0.005,0,0.015,0,0,0.009,0,0,0.054,0,0,0,0,0.042,0.042,0,0.415,0.415,0,0,0,0,,,0.027,0,1,
NRS,YON20101208,2010-12-08 11:30:00,26,0.018,0,0.025,0,,0.01,0,0,0,0.014,0.035,0,0,0,0.002,0.042,0,0,0.013,0,0,0,0,0,0.112,0,0,0,0.009,0.008,0.017,0.11,0.175,0.285,0,0,0,0,,,0.031,0,1,
NRS,NIN20120827,2012-08-27 09:28:00,40,0.049,0,0.05,0,,0.011,0,0.008,0,0.044,0.041,0.004,0,0.009,0.003,0.074,0.004,0,0.009,0,0,0.005,0,0,0.061,0,0,0,0.013,0.05,0.063,0.101,0.339,0.44,0,0,0,0,,,0.03,0,1,
NRS,KAI20110319,2011-03-20 09:45:00,40,0.067,0,0.075,0,,0.009,0,0.048,0,0.042,0.071,0.008,0,0.019,0.006,0.131,0.004,0,0.029,0,0,0.01,0,0.005,0.021,0,0,0,0,0.062,0.062,0.009,0.532,0.541,0,0,0,0,,,0.023,0,2,
NRS,ESP20111130,2011-11-30 15:28:00,20,0.026,0,0.02,0.008,,0,0.04,0,0,0.017,0.057,0.004,0,0.012,0.005,0.042,0.009,0,0.018,0,0,0,0,0.004,0.027,0,0,0,0,0.034,0.034,0.008,0.245,0.253,0,0,0,0,,,0.006,0,1,
NRS,NSI20110119,2011-01-19 10:00:00,WC,0.033,0,0.039,0,,0.025,0.032,0,0,0.023,0.104,0.008,0,0.013,0.003,0.049,0,0,0.011,0,0,0.004,0,0.007,0.039,0.009,0,0,0,0.065,0.065,0.034,0.369,0.403,0,0,0,0,,,0.018,0,2,station start time used
NRS,DAR20140906_0630,2014-09-06 16:00:00,24,0.011,0,0.025,0,,0.012,0,0,0,0.007,0.074,0.004,0,0.012,0.004,0.025,0.006,0,0.012,0,0,0.005,0,0,0.084,0,0,0,0,0.037,0.037,0,0.322,0.322,0,0,0,0,,,0.026,0,1,Used whatman GF/F 47mm
NRS,PHB20140824,2014-08-25 11:32:00,WC,0.043,0,0.077,0,,0.023,0,0.011,0,0.036,0.045,0.014,0,0.034,0.017,0.068,0,0,0.021,0,0.002,0.05,0,0.003,0.011,0,0,0,0,0.122,0.122,0,0.605,0.605,0,0,0,0,,,0.022,0,1,
NRS,KAI20100112,2010-01-13 07:00:00,90,0.009,0,0.014,0,,0,0,0,0,0.04,0.022,0.004,0,0.004,0.002,0.016,0,0,0.005,0,0,0,0,0,0.012,0,0,0,0,0.032,0.032,0.014,0.125,0.139,0,0,0,0,,,0.008,0,4,volume not recorded-station start time used
NRS,KAI20100112,2010-01-13 07:00:00,WC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Hobart (vial exploded)-station start time used
NRS,KAI20110427,2011-04-28 07:35:00,WC,0.025,0,0.029,0.003,,0,0,0.005,0,0.03,0.013,0.003,0,0.006,0.002,0.058,0,0,0.01,0,0.003,0.005,0,0.004,0.069,0,0,0,0.004,0.028,0.032,0.086,0.195,0.281,0,0,0,0,,,0.021,0,2,station start time used
NRS,PHB20090223,2009-02-24 12:34:00,WC,0.029,0,0.027,0,,0.014,0,0,0,0.024,0.044,0.005,0,0.008,0.004,0.039,0,0,0.014,0,0,0,0,0.005,0.024,0,0,0,0,0.033,0.033,0,0.21,0.21,0,0,0,0,,,0.013,0,1,
NRS,NSI20091015,2009-10-15 11:10:00,WC,0.128,0,0,0.157,,0,0,0.01,0,0.014,0.298,0,0,0,0,0.049,0,0,0.032,0,0,0,0,0.008,0.004,0,0,0,0,0.013,0.013,0,0.575,0.575,0,0,0,0,,,0.009,0,2,station start time used
NRS,MAI20090506,2009-05-06 13:00:00,20,0.053,0,0.068,0.009,,0,0,0.014,0,0.038,0.031,0.016,0,0.033,0.014,0.096,0,0,0.022,0,0,0.026,0,0,0.027,0,0,0,0,0.143,0.143,0.013,0.547,0.56,0,0,0,0,,,0.025,0,1,
NRS,PHB20141208,2014-12-09 09:56:00,15,0.041,0,0.072,0,,0.021,0,0.01,0,0.022,0.014,0.004,0,0.01,0.004,0.055,0.004,0,0.026,0,0,0.002,0,0.002,0.03,0,0,0,0,0.043,0.043,0.01,0.522,0.532,0,0,0,0,,,0.019,0,1,
NRS,PHB20141208,2014-12-09 09:56:00,0,0.027,0,0.05,0,,0.016,0,0.009,0,0.018,0.087,0.005,0,0.008,0.004,0.052,0.003,0,0.022,0,0,0.003,0,0.002,0.041,0,0,0,0,0.037,0.037,0.007,0.415,0.422,0,0,0,0,,,0.018,0,1,
NRS,NSI20130913,2013-09-13 10:50:00,20,0.004,0,0,0,,0.005,0,0,0,0.004,0.009,0.002,0,0,0,0.009,0,0,0.003,0,0,0,0,0,0.042,0.004,0,0,0,0.009,0.009,0.013,0.126,0.139,0,0,0,0,,,0.006,0,0,
NRS,ROT20101215,2010-12-15 11:20:00,20,0.016,0,0.022,0,,0.01,0,0,0,0.01,0.023,0.002,0,0.008,0.003,0.045,0,0,0.015,0,0.004,0.006,0,0.004,0.028,0,0,0,0,0.023,0.023,0.008,0.189,0.197,0,0,0,0,,,0.009,0,1,
NRS,ROT20130125,2013-01-25 10:50:00,WC,0.023,0,0.058,0,,0.032,0.03,0,0,0.006,0.118,0,0,0,0.002,0.017,0,0,0.018,0,0,0,0,0.003,0.044,0,0,0,0,0.01,0.01,0.007,0.362,0.369,0,0,0,0,,,0.017,0,1,
NRS,NSI20120213,2012-02-14 08:30:00,57,0.193,0,0.168,0,,0.197,0.147,0.009,0,0.036,0.418,0,0,0,0,0.062,0,0,0.057,0,0,0,0,0.011,0,0,0,0,0,0.004,0.004,0,0.744,0.744,0,0,0,0,,,0.015,0,1,
NRS,NSI20120821,2012-08-21 11:00:00,57,0.003,0,0.01,0,,0,0,0,0,0.005,0.022,0,0,0,0,0.009,0,0,0.003,0,0,0,0,0,0.003,0,0,0,0,0.006,0.006,0,0.063,0.063,0,0,0,0,,,0.002,0,1,
NRS,NSI20121017,2012-10-17 10:50:00,20,0.023,0,0.034,0,,0.017,0,0,0,0.014,0.026,0.019,0,0.026,0.011,0.026,0,0,0.005,0,0.007,0.003,0,0,0.069,0.033,0,0,0,0.096,0.096,0,0.335,0.335,0,0,0,0,,,0.015,0,1,
NRS,YON20100224,2010-02-24 11:27:00,8,0,0,0,0,,0.017,0,0,0,0.004,0.006,0,0,0,0,0.013,0.004,0,0.007,0,0,0,0,0,0.08,0,0,0,0,0.005,0.005,0.007,0.104,0.111,0,0,0,0,,,0.009,0,1,
NRS,NSI20150119,2015-01-19 11:15:00,57,0.044,0,0.032,0,,0.021,0.039,0,0,0.005,0.188,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.005,0.004,0,0,0,0,0,0,0.343,0.343,0,0,0,0,,,0.003,0,1,
NRS,NSI20140623,2014-06-23 11:00:00,20,0.006,0,0.018,0,,0,0,0,0,0.006,0.051,0,0,0,0,0.013,0,0,0.005,0,0.001,0,0,0,0.028,0,0,0,0,0.017,0.017,0.012,0.23,0.242,0,0,0,0,,,0.007,0,1,
NRS,MAI20130129,2013-01-30 11:19:00,WC,0.255,0,0.257,0,,0.029,0,0.023,0,0.063,0.197,0.03,0,0.108,0.019,0.4,0,0,0.092,0,0.012,0.069,0,0.008,0.018,0,0,0,0,0.273,0.273,0,1.619,1.619,0,0,0,0,,,0.051,0,2,used CTD soak time
NRS,ESP20090512,2009-05-12 14:20:00,20,0.051,0,0.064,0,,0.244,0,0.016,0,0.041,0.089,0.01,0,0.02,0.007,0.091,0.005,0,0.024,0,0.003,0.008,0,0.003,0.027,0,0,0,0,0.039,0.039,0,0.161,0.161,0,0,0,0,,,0.012,0,1,
NRS,ROT20110224,2011-02-24 10:30:00,20,0.034,0,0.035,0,,0.011,0,0.005,0,0.034,0.036,0.004,0,0.006,0.003,0.072,0,0,0.016,0,0,0.006,0,0,0.024,0,0,0,0.005,0.038,0.043,0.038,0.227,0.265,0,0,0,0,,,0.017,0,1,
NRS,DAR20110627,2011-06-27 14:31:00,WC,0.011,0,0.016,0,,0.01,0,0.004,0,0,0.036,0.003,0,0.007,0.003,0.012,0.005,0,0.006,0,0,0.003,0,0,0.095,0,0,0,0,0,0,0,0.219,0.219,0,0,0,0,,,0.018,0,3,delay before filtering
NRS,DAR20120729_2230,2012-07-30 08:00:00,6,0.034,0,0.05,0.022,,0,0,0,0,0,0.156,0,0,0,0,0.026,0,0,0.018,0,0,0.012,0,0,0.077,0,0,0,0,0.051,0.051,0,0.584,0.584,0,0,0,0,,,0.043,0,0,
NRS,ROT20111221,2011-12-21 16:55:00,20,0.014,0,0.017,0.002,,0,0,0,0,0.014,0.026,0.003,0,0.007,0.002,0.029,0,0,0.009,0,0,0,0,0,0.04,0,0,0,0,0.022,0.022,0.012,0.14,0.152,0,0,0,0,,,0.009,0,1,
NRS,NSI20110623,2011-06-23 10:50:00,20,0.07,0,0.095,0,,0.072,0.064,0,0,0.034,0.218,0.005,0,0.004,0.002,0.07,0,0,0.043,0,0.002,0,0,0.008,0.045,0.007,0,0,0,0.024,0.024,0.017,0.669,0.686,0,0,0,0,,,0.023,0,1,
NRS,DAR20130617_1130,2013-06-17 21:00:00,6,0.016,0,0.032,0.009,,0,0,0,0,0,0.08,0.005,0,0.021,0.006,0.027,0,0,0.016,0,0,0.012,0,0,0.102,0,0,0,0,0.058,0.058,0,0.43,0.43,0,0,0,0,,,0.035,0,1,
NRS,ROT20140902,2014-09-02 13:00:00,20,0.06,0,0.073,0,,0.042,0,0.007,0,0.025,0.129,0.008,0,0.015,0.004,0.1,0.006,0.032,0,0,0.005,0.008,0,0.006,0.016,0.007,0,0,0,0.071,0.071,0.006,0.476,0.482,0,0,0,0,,,0.02,0,0,
NRS,YON20091123,2009-11-23 13:10:00,26,0,0,0.008,0,,0,0,0,0,0.006,0.017,0,0,0,0,0.02,0.004,0,0.006,0,0,0,0,0,0.124,0,0,0,0,0.014,0.014,0.048,0.193,0.241,0,0,0,0,,,0.024,0,1,
NRS,YON20120726,2012-07-26 11:49:00,8,0.016,0,0.015,0.004,,0,0,0,0,0.009,0.022,0,0,0,0,0.031,0,0,0.011,0,0,0,0,0,0.038,0,0,0,0,0.012,0.012,0.004,0.173,0.177,0,0,0,0,,,0.009,0,1,
NRS,YON20130719,2013-07-19 12:07:00,26,0.011,0,0.018,0,,0.009,0,0,0,0.013,0.02,0,0,0,0,0.032,0,0,0.009,0,0,0,0,0,0.059,0,0,0,0,0.008,0.008,0,0.208,0.208,0,0,0,0,,,0.015,0,1,
NRS,PHB20111117,2011-11-18 09:51:00,25,0.056,0,0.117,0,,0.15,0.061,0.053,0,0.013,0.292,0.004,0,0.008,0.009,0.053,0.006,0,0.045,0,0.002,0.016,0,0,0,0,0,0,0,0.028,0.028,0,0.704,0.704,0,0,0,0,,,0.028,0,1,
NRS,KAI20101120,2010-11-21 05:15:00,WC,0.058,0,0.083,0,,0.052,0,0.009,0,0.053,0.125,0.012,0,0.031,0.01,0.097,0,0,0.034,0,0.002,0.006,0,0.005,0.037,0,0,0,0,0.113,0.113,0.017,0.583,0.6,0,0,0,0,,,0.023,0,2,station start time used
NRS,DAR20140702,2014-07-03 09:33:00,WC,0,0,0.011,0.007,,0,0,0,0,0,0.042,0,0,0,0,0.002,0,0,0.007,0,0,0.002,0,0,0.014,0,0,0,0,0.005,0.005,0,0.119,0.119,0,0,0,0,,,0.004,0,0,
NRS,ROT20140319,2014-03-19 13:43:00,40,0.036,0,0.044,0,,0.046,0,0.008,0,0.032,0.058,0.005,0,0.01,0.002,0.048,0.002,0,0.017,0,0.003,0.005,0,0.005,0.02,0,0,0,0,0.043,0.043,0.016,0.213,0.229,0,0,0,0,,,0.012,0,1,
NRS,ROT20140519,2014-05-19 13:01:00,40,0.029,0,0.034,0,,0.009,0,0.005,0,0.016,0.035,0.014,0,0.024,0.005,0.062,0.006,0,0.017,0,0.005,0.005,0,0.004,0.037,0.015,0,0,0,0.083,0.083,0.008,0.335,0.343,0,0,0,0,,,0.013,0,1,
NRS,ROT20140919,2014-09-19 13:59:00,40,0.014,0,0.027,0,,0.01,0,0,0,0.004,0.085,0.003,0,0.007,0.001,0.019,0,0.008,0,0,0.002,0.001,0,0.002,0.007,0.002,0,0,0,0.031,0.031,0.003,0.207,0.21,0,0,0,0,,,0.008,0,0,
NRS,ESP20090512,2009-05-12 13:50:00,WC,0.057,0,0.051,0,,0.186,0,0.015,0,0.025,0.081,0.006,0,0.014,0.003,0.06,0.004,0,0.011,0,0,0.005,0,0.005,0.019,0,0,0,0,0.027,0.027,0,0.157,0.157,0,0,0,0,,,0.006,0,1,
NRS,ROT20110527,2011-05-27 12:36:00,WC,0.046,0,0.063,0,,0.023,0,0.009,0,0.035,0.086,0.01,0,0.027,0.007,0.095,0,0,0.022,0,0.002,0.022,0,0,0.052,0,0,0,0,0.092,0.092,0.018,0.562,0.58,0,0,0,0,,,0.028,0,1,
NRS,ROT20110826,2011-08-26 10:55:00,20,0.022,0,0.043,0.004,,0,0,0.015,0,0.024,0.047,0.01,0,0.018,0.006,0.051,0.008,0,0.015,0,0.003,0.021,0,0.003,0.029,0.003,0,0,0,0.077,0.077,0,0.385,0.385,0,0,0,0,,,0.02,0,1,
NRS,ROT20131017,2013-10-17 08:38:00,WC,0.029,0,0.039,0,,0.008,0,0.005,0,0.015,0.035,0.007,0,0.019,0.002,0.059,0,0,0.022,0,0.009,0.014,0,0.017,0.024,0.006,0,0,0,0.067,0.067,0,0.321,0.321,0,0,0,0,,,0.014,0,1,
NRS,DAR20120115_0335,2012-01-15 13:16:00,6,0,0,0.038,0.028,,0,0,0,0,0,0.217,0.007,0,0.015,0.006,0.014,0,0,0.019,0,0,0.008,0,0,0.116,0,0,0,0,0.042,0.042,0,0.592,0.592,0,0,0,0,,,0.043,0,0,
NRS,PHB20130826,2013-08-26 09:11:00,25,0.034,0,0.044,0,,0.009,0,0,0,0.03,0.064,0.012,0,0.03,0.009,0.04,0,0,0.013,0,0.002,0.004,0,0,0.005,0,0,0,0,0.099,0.099,0,0.384,0.384,0,0,0,0,,,0.012,0,1,
NRS,MAI20091207,2009-12-07 13:00:00,20,0.059,0,0.22,0,,0,0,0.014,0,0.023,0.537,0.007,0,0.016,0.005,0.064,0,0,0.054,0,0,0.026,0,0.007,0.01,0,0,0,0,0.062,0.062,0,1.176,1.176,0,0,0,0,,,0.035,0,2,
NRS,MAI20130821,2013-08-21 13:00:00,20,0.043,0,0.055,0.003,,0,0,0.007,0,0.032,0.074,0.007,0,0.019,0.007,0.067,0,0,0.023,0,0,0.009,0,0.003,0.006,0,0,0,0,0.069,0.069,0,0.403,0.403,0,0,0,0,,,0.014,0,2,WC time used
NRS,ROT20130221,2013-02-21 13:27:00,WC,0.005,0,0.011,0.002,,0,0,0,0,0.003,0.012,0.002,0,0.006,0,0.012,0,0,0.003,0,0,0,0,0,0.015,0,0,0,0,0.027,0.027,0,0.131,0.131,0,0,0,0,,,0.004,0,1,
NRS,ROT20120504,2012-05-04 14:08:00,40,0.065,0,0.055,0,,0.026,0,0,0,0.033,0.104,0.008,0,0.019,0.004,0.103,0.006,0,0.013,0,0,0.012,0,0,0.035,0,0,0,0,0.084,0.084,0.02,0.5,0.52,0,0,0,0,,,0.027,0,1,
NRS,ROT20121019,2012-10-19 11:16:00,40,0.011,0,0.02,0,,0.003,0,0,0,0.009,0.018,0.004,0,0.012,0.006,0.018,0,0,0.008,0,0.002,0.003,0,0,0.014,0,0,0,0,0.04,0.04,0.009,0.146,0.155,0,0,0,0,,,0.007,0,1,
NRS,NSI20110606,2011-06-06 10:00:00,WC,0.013,0,0.018,0,,0.014,0,0,0,0.022,0.015,0.004,0,0.003,0.002,0.036,0,0,0.005,0,0,0,0,0,0.062,0.006,0,0,0.007,0.031,0.038,0.047,0.167,0.214,0,0,0,0,,,0.018,0,2,station start time used
NRS,ROT20150319,2015-03-19 12:00:00,0,0.011,0,0.016,0,,0.004,0,0.003,0,0.019,0.014,0.001,0,0,0,0.03,0,0,0.01,0,0,0,0,0.002,0.052,0,0,0,0,0.015,0.015,0.025,0.282,0.307,0,0,0,0,,,0.021,0,0,
NRS,NSI20150304,2015-03-04 11:05:00,20,0,0,0.003,0,,0.004,0,0,0,0,0.002,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.063,0.002,0,0,0,0,0,0.032,0.069,0.101,0,0,0,0,,,0.01,0,0,
NRS,YON20130611,2013-06-11 13:49:00,WC,0.033,0,0.051,0.006,,0,0,0,0,0.03,0.097,0.005,0,0.013,0.003,0.084,0,0,0.017,0,0,0.005,0,0,0.05,0,0,0,0,0.045,0.045,0,0.526,0.526,0,0,0,0,,,0.021,0,2,winch gauge problems actual depth deeper
NRS,KAI20110123,2011-01-24 08:10:00,40,0.016,0,0.022,0,,0,0,0.013,0,0.011,0.022,0,0,0.004,0,0.025,0,0,0.005,0,0,0,0,0,0.067,0,0,0,0.007,0.022,0.029,0.061,0.164,0.225,0,0,0,0,,,0.013,0,2,
NRS,KAI20130506,2013-05-07 08:05:00,100,0.007,0,0.009,0,,0,0,0,0,0.012,0.018,0,0,0,0,0.005,0,0,0.002,0,0,0,0,0,0.003,0,0,0,0,0.01,0.01,0,0.063,0.063,0,0,0,0,,,0.003,0,1,
NRS,ESP20101013,2010-10-13 09:40:00,WC,0.018,0,0.034,0,,0,0,0,0,0.018,0.061,0.003,0,0.006,0.003,0.066,0,0,0.035,0,0.003,0.003,0,0.006,0.022,0,0,0,0,0.024,0.024,0.009,0.276,0.285,0,0,0,0,,,0.013,0,0,
NRS,MAI20110328,2011-03-29 11:20:00,20,0.052,0,0.087,0,,0.033,0,0.019,0,0.041,0.059,0.02,0,0.048,0.016,0.117,0,0,0.023,0,0.006,0.028,0,0.003,0.023,0,0,0,0,0.182,0.182,0,0.701,0.701,0,0,0,0,,,0.027,0,1,
NRS,MAI20110725,2011-07-25 12:15:00,WC,0.048,0,0.059,0,,0.016,0,0.01,0,0.048,0.061,0.013,0,0.032,0.013,0.086,0,0,0.026,0,0,0.024,0,0.004,0.011,0,0,0,0,0.104,0.104,0,0.506,0.506,0,0,0,0,,,0.017,0,2,station start time used
NRS,MAI20120524,2012-05-24 13:20:00,WC,0.029,0,0.046,0.003,,0,0,0.007,0,0.024,0.024,0.014,0,0.025,0.009,0.047,0,0,0.008,0,0,0.022,0,0,0.014,0.003,0,0,0,0.112,0.112,0.004,0.373,0.377,0,0,0,0,,,0.02,0,2,WC  time estimate
NRS,KAI20150408,2015-04-09 07:40:00,WC,0.035,0,0.039,0,,0,0,0.006,0,0.045,0.018,0.003,0,0.008,0.001,0.079,0.002,0,0.008,0,0,0.004,0,0.004,0.039,0,0,0,0.004,0.045,0.049,0.074,0.255,0.329,0,0,0,0,,,0.017,0,0,
NRS,ROT20100820,2010-08-20 15:50:00,20,0.024,0,0,0.011,,0.132,0,0.015,0,0.025,0.045,0.011,0,0.021,0.008,0.067,0,0,0.02,0,0,0.015,0,0,0.015,0,0,0,0,0.037,0.037,0,0.184,0.184,0,0,0,0,,,0.006,0,1,
NRS,ROT20110826,2011-08-26 10:29:00,WC,0.014,0,0.031,0.005,,0,0,0.012,0,0.02,0.054,0.008,0,0.016,0.006,0.041,0.004,0,0.018,0,0.004,0.017,0,0.004,0.026,0.005,0,0,0,0.054,0.054,0,0.33,0.33,0,0,0,0,,,0.014,0,1,
NRS,ROT20110923,2011-09-23 11:02:00,20,0.012,0,0.016,0.002,,0,0,0,0,0.015,0.014,0.002,0,0.004,0.003,0.029,0,0,0.009,0,0,0,0,0,0.076,0,0,0,0,0.025,0.025,0.054,0.13,0.184,0,0,0,0,,,0.014,0,1,
NRS,NSI20121017,2012-10-17 11:15:00,WC,0.035,0,0.041,0,,0.022,0,0,0,0.014,0.049,0.018,0,0.022,0.008,0.029,0,0,0.006,0,0.004,0.003,0,0,0.041,0.026,0,0,0,0.078,0.078,0,0.321,0.321,0,0,0,0,,,0.012,0,1,
NRS,YON20100909,2010-09-09 11:45:00,26,0,0,0,0.01,,0,0,0,0,0.011,0.012,0,0,0,0.002,0.022,0,0,0.008,0,0,0,0,0,0.121,0,0,0,0,0.011,0.011,0.073,0.118,0.191,0,0,0,0,,,0.024,0,1,
NRS,YON20120424,2012-04-24 11:25:00,26,0.014,0,0.016,0,,0.01,0,0,0,0.011,0.021,0,0,0,0,0.034,0.006,0,0.006,0,0,0,0,0,0.107,0,0,0,0,0.016,0.016,0.006,0.279,0.285,0,0,0,0,,,0.025,0,1,
NRS,ROT20150724,2015-07-24 10:07:00,40,0.052,0,0.059,0,,0.032,0,0.01,0,0.047,0.063,0.007,0,0.017,0.005,0.075,0.002,0,0.016,0,0.003,0.013,0,0.003,0.02,0,0,0,0,0.065,0.065,0.011,0.395,0.406,0,0,0,0,,,0.016,0,0,
NRS,PHB20110329,2011-03-30 09:48:00,25,0.005,0,0.009,0,,0.01,0,0,0,0.005,0.007,0,0,0,0,0.011,0,0,0.004,0,0,0,0,0,0.09,0,0,0,0,0,0,0.074,0.088,0.162,0,0,0,0,,,0.016,0,1,
NRS,PHB20110329,2011-03-30 09:33:00,WC,0.025,0,0.025,0,,0.008,0,0.006,0,0.03,0.015,0.005,0,0.006,0.002,0.04,0,0,0.009,0,0,0,0,0,0.073,0.004,0,0,0.013,0.05,0.063,0.077,0.16,0.237,0,0,0,0,,,0.021,0,2,station start time used
NRS,PHB20110717,2011-07-18 09:53:00,25,0.119,0,0.162,0,,0.067,0.035,0.014,0,0.046,0.369,0.013,0,0.027,0.012,0.133,0.004,0,0.057,0,0.003,0.042,0,0.003,0.02,0,0,0,0,0.123,0.123,0,1.271,1.271,0,0,0,0,,,0.049,0,1,
NRS,KAI20081019,2008-10-19 14:03:00,105,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,sample lost at Flinders
NRS,ESP20101013,2010-10-13 09:00:00,20,0.041,0,0,0.042,,0,0,0,0,0.018,0.069,0.003,0,0.006,0.003,0.068,0,0,0.042,0,0.005,0.006,0,0.008,0.028,0,0,0,0,0.029,0.029,0,0.303,0.303,0,0,0,0,,,0.013,0,0,
