I_SAMPLE_ID,PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,LATITUDE,LONGITUDE,STATIONNAME,SAMPVOL_M3,VESSEL,TOWTYPE,GEARDEPTH_M,GEARMESH_UM,DEPTH_M,TEMPERATURE_C,SALINITY_PSU,COMMENTS,QC_FLAG,FLAG_COMMENT
1,NIMO_Challenger_89,Ch179,1988-12-05 16:30:00,-42.75,148.1666667,,37,Challenger,Oblong,75,Bongo-500,80,15.4,,,0,
2,NIMO_Challenger_89,Ch179,1988-12-06 08:50:00,-42.61666667,148.4333333,,61,Challenger,Oblong,100,Bongo-500,130,15,,,0,
3,NIMO_Challenger_89,Ch179,1988-12-06 11:35:00,-42.51666667,148.2666667,,46,Challenger,Oblong,,Bongo-500,90,15.8,,,0,
4,NIMO_Challenger_89,Ch179,1988-12-06 13:35:00,-42.3,148.3333333,,38,Challenger,Oblong,,Bongo-500,70,15.2,,,0,
5,NIMO_Challenger_89,Ch179,1988-12-06 14:25:00,-42.23333333,148.4,,34,Challenger,Oblong,,Bongo-500,70,15.3,,,0,
6,NIMO_Challenger_89,Ch179,1988-12-07 12:55:00,-42.06666667,148.6166667,,41,Challenger,Oblong,100,Bongo-500,150,15.3,,,0,
7,NIMO_Challenger_89,Ch179,1988-12-07 15:16:00,-42.06666667,148.6166667,,20,Challenger,Oblong,,Bongo-500,47,15.7,,,0,
8,NIMO_Challenger_89,Ch179,1988-12-07 14:15:00,-41.9,148.4833333,,35,Challenger,Oblong,,Bongo-500,83,15.9,,,0,
9,NIMO_Challenger_89,Ch179,1988-12-07 16:50:00,-41.71666667,148.45,,102,Challenger,Oblong,,Bongo-500,70,15.8,,,0,
10,NIMO_Challenger_89,Ch179,1988-12-07 17:53:00,-41.6,148.5666667,,36,Challenger,Oblong,,Bongo-500,,17.7,,,0,
11,NIMO_Challenger_89,Ch179,1988-12-07 20:00:00,-41.43333333,148.35,,21,Challenger,Oblong,,Bongo-500,35,15.7,,,0,
12,NIMO_Challenger_89,Ch179,1988-12-07 19:30:00,-41.48333333,148.4333333,,38,Challenger,Oblong,,Bongo-500,90,16.1,,,0,
13,NIMO_Challenger_89,Ch189,1989-01-11 06:08:00,-40.98333333,148.4,,113,Challenger,Oblong,29,Bongo-500,37,14.8,,,0,
14,NIMO_Challenger_89,Ch189,1989-01-12 09:26:00,-41.56666667,148.4666667,,122,Challenger,Oblong,82,Bongo-500,98,16.1,,,0,
15,NIMO_Challenger_89,Ch189,1989-01-12 10:55:00,-41.56666667,148.5833333,,112,Challenger,Oblong,94,Bongo-500,170,17,,,0,
16,NIMO_Challenger_89,Ch189,1989-01-12 13:50:00,-41.81666667,148.5833333,,111,Challenger,Oblong,88,Bongo-500,126,17.1,,,0,
17,NIMO_Challenger_89,Ch189,1989-01-12 14:58:00,-41.81666667,148.45,,108,Challenger,Oblong,39,Bongo-500,76,15.7,,,0,
18,NIMO_Challenger_89,Ch189,1989-01-12 16:15:00,-41.81666667,148.3166667,,110,Challenger,Oblong,16,Bongo-500,39,16,,,0,
19,NIMO_Challenger_89,Ch189,1989-01-13 06:49:00,-42.03333333,148.3166667,,123,Challenger,Oblong,25,Bongo-500,54,16.2,,,0,
20,NIMO_Challenger_89,Ch189,1989-01-13 08:06:00,-42.03333333,148.4833333,,128,Challenger,Oblong,42,Bongo-500,87,16.4,,,0,
21,NIMO_Challenger_89,Ch189,1989-01-13 09:02:00,-42.06666667,148.6166667,,134,Challenger,Oblong,79,Bongo-500,140,17.3,,,0,
22,NIMO_Challenger_89,Ch189,1989-01-11 07:26:00,-40.9,148.5333333,,100,Challenger,Oblong,43,Bongo-500,80,16.9,,,0,
23,NIMO_Challenger_89,Ch189,1989-01-13 09:58:00,-42.08333333,148.7166667,,140,Challenger,Oblong,64,Bongo-500,1450,17.3,,,0,
24,NIMO_Challenger_89,Ch189,1989-01-13 11:29:00,-42.23333333,148.6666667,,159,Challenger,Oblong,55,Bongo-500,1258,17.1,,,0,
25,NIMO_Challenger_89,Ch189,1989-01-13 12:19:00,-42.26666667,148.5666667,,127,Challenger,Oblong,61,Bongo-500,140,17.1,,,0,
26,NIMO_Challenger_89,Ch189,1989-01-13 13:05:00,-42.28333333,148.45,,141,Challenger,Oblong,72,Bongo-500,107,17.1,,,0,
27,NIMO_Challenger_89,Ch189,1989-01-13 13:50:00,-42.3,148.3666667,,126,Challenger,Oblong,41,Bongo-500,86,16.6,,,0,
28,NIMO_Challenger_89,Ch189,1989-01-13 16:31:00,-42.5,148.05,,111,Challenger,Oblong,12,Bongo-500,40,15.9,,,0,
29,NIMO_Challenger_89,Ch189,1989-01-14 06:15:00,-42.55,148.2666667,,130,Challenger,Oblong,47,Bongo-500,85,17.4,,,0,
30,NIMO_Challenger_89,Ch189,1989-01-14 07:28:00,-42.61666667,148.4333333,,140,Challenger,Oblong,79,Bongo-500,160,17,,,0,
31,NIMO_Challenger_89,Ch189,1989-01-14 08:20:00,-42.65,148.55,,131,Challenger,Oblong,76,Bongo-500,1600,17,,,0,
32,NIMO_Challenger_89,Ch189,1989-01-14 09:11:00,-42.71666667,148.5166667,,128,Challenger,Oblong,89,Bongo-500,1600,17,,,0,
33,NIMO_Challenger_89,Ch189,1989-01-11 08:40:00,-40.86666667,148.75,,155,Challenger,Oblong,80,Bongo-500,150,16.8,,,0,
34,NIMO_Challenger_89,Ch189,1989-01-14 10:27:00,-42.76666667,148.3333333,,154,Challenger,Oblong,68,Bongo-500,130,17.5,,,0,
35,NIMO_Challenger_89,Ch189,1989-01-14 11:36:00,-42.8,148.1833333,,163,Challenger,Oblong,49,Bongo-500,94,16.8,,,0,
36,NIMO_Challenger_89,Ch189,1989-01-14 12:50:00,-42.85,148,,144,Challenger,Oblong,33,Bongo-500,65,16.8,,,0,
37,NIMO_Challenger_89,Ch189,1989-01-14 15:03:00,-43.03333333,148.3,,134,Challenger,Oblong,64,Bongo-500,970,17.4,,,0,
38,NIMO_Challenger_89,Ch189,1989-01-14 15:42:00,-43.03333333,148.2333333,,140,Challenger,Oblong,76,Bongo-500,135,17.3,,,0,
39,NIMO_Challenger_89,Ch189,1989-01-14 16:44:00,-43.03333333,148.1,,131,Challenger,Oblong,79,Bongo-500,97,17.5,,,0,
40,NIMO_Challenger_89,Ch189,1989-01-14 17:45:00,-43.03333333,147.9833333,,149,Challenger,Oblong,40,Bongo-500,74,16.7,,,0,
41,NIMO_Challenger_89,Ch189,1989-01-14 19:29:00,-43.25,148.0833333,,126,Challenger,Oblong,80,Bongo-500,190,16,,,0,
42,NIMO_Challenger_89,Ch189,1989-01-15 05:32:00,-43.28333333,147.8166667,,108,Challenger,Oblong,96,Bongo-500,120,15.9,,,0,
43,NIMO_Challenger_89,Ch189,1989-01-15 07:22:00,-43.21666667,147.5833333,,106,Challenger,Oblong,33,Bongo-500,65,16.3,,,0,
44,NIMO_Challenger_89,Ch189,1989-01-11 09:21:00,-40.85,148.8166667,,146,Challenger,Oblong,77,Bongo-500,730,16.9,,,0,
45,NIMO_Challenger_89,Ch189,1989-01-11 12:40:00,-41.25,148.7333333,,130,Challenger,Oblong,83,Bongo-500,1130,17.6,,,0,
46,NIMO_Challenger_89,Ch189,1989-01-11 13:52:00,-41.28333333,148.6333333,,129,Challenger,Oblong,81,Bongo-500,145,17.2,,,0,
47,NIMO_Challenger_89,Ch189,1989-01-11 15:17:00,-41.3,148.5,,129,Challenger,Oblong,52,Bongo-500,112,16,,,0,
48,NIMO_Challenger_89,Ch189,1989-01-11 16:37:00,-41.31666667,148.3666667,,120,Challenger,Oblong,48,Bongo-500,92,15.3,,,0,
49,NIMO_Challenger_89,Ch189,1989-01-12 08:11:00,-41.56666667,148.3333333,,123,Challenger,Oblong,16,Bongo-500,47,15.5,,,0,
50,NIMO_Challenger_89,Ch190,1989-01-25 12:10:00,-41.81683333,148.6825,,117,Challenger,Oblong,76,Bongo-500,1049,18.5,,,0,
51,NIMO_Challenger_89,Ch190,1989-01-25 12:55:00,-41.81716667,148.5838333,,125,Challenger,Oblong,74,Bongo-500,138,18.4,,,0,
52,NIMO_Challenger_89,Ch190,1989-04-12 09:20:00,-41.66733333,148.5883333,,100,Challenger,Oblong,52,Bongo-500,,18.4,,,0,
53,NIMO_Challenger_89,Ch190,1989-01-25 13:56:00,-41.81716667,148.4478333,,118,Challenger,Oblong,53,Bongo-500,76,18.2,,,0,
54,NIMO_Challenger_89,Ch190,1989-01-25 14:53:00,-41.8175,148.3166667,,107,Challenger,Oblong,40,Bongo-500,47,17.4,,,0,
55,NIMO_Challenger_89,Ch190,1989-01-25 08:48:00,-42.23133333,148.666,,136,Challenger,Oblong,68,Bongo-500,1173,18.3,,,0,
56,NIMO_Challenger_89,Ch190,1989-01-25 07:50:00,-42.26566667,148.5696667,,136,Challenger,Oblong,55,Bongo-500,127,17.7,,,0,
57,NIMO_Challenger_89,Ch190,1989-01-25 06:54:00,-42.28316667,148.45,,125,Challenger,Oblong,62,Bongo-500,99,17.7,,,0,
58,NIMO_Challenger_89,Ch190,1989-01-25 06:06:00,-42.30033333,148.3666667,,148,Challenger,Oblong,59,Bongo-500,76,17.4,,,0,
59,NIMO_Challenger_89,Ch190,1989-01-24 14:27:00,-42.50166667,148.0503333,,110,Challenger,Oblong,22,Bongo-500,30,16.8,,,0,
60,NIMO_Challenger_89,Ch190,1989-01-24 12:56:00,-42.55133333,148.2668333,,138,Challenger,Oblong,67,Bongo-500,90,17.4,,,0,
61,NIMO_Challenger_89,Ch190,1989-01-24 11:35:00,-42.61333333,148.4208333,,133,Challenger,Oblong,71,Bongo-500,124,18.1,,,0,
62,NIMO_Challenger_89,Ch190,1989-01-24 10:23:00,-42.71666667,148.5166667,,134,Challenger,Oblong,64,Bongo-500,1500,17.7,,,0,
63,NIMO_Challenger_89,Ch190,1989-01-24 08:59:00,-42.7735,148.3633333,,149,Challenger,Oblong,71,Bongo-500,170,17.3,,,0,
64,NIMO_Challenger_89,Ch190,1989-01-23 14:07:00,-42.81716667,148.169,,125,Challenger,Oblong,73,Bongo-500,92,16.6,,,0,
65,NIMO_Challenger_89,Ch190,1989-01-24 05:45:00,-42.90133333,147.9161667,,291,Challenger,Oblong,43,Bongo-500,63,16.3,,,0,
66,NIMO_Challenger_89,Ch190,1989-01-24 06:32:00,-42.81983333,148.08,,127,Challenger,Oblong,51,Bongo-500,74,16.3,,,0,
67,NIMO_Challenger_89,Ch190,1989-01-24 08:10:00,-42.81716667,148.169,,133,Challenger,Oblong,58,Bongo-500,98,17.3,,,0,
68,NIMO_Challenger_89,Ch190,1989-01-24 09:43:00,-42.74383333,148.4423333,,133,Challenger,Oblong,77,Bongo-500,700,17.9,,,0,
69,NIMO_Challenger_89,Ch190,1989-01-26 08:34:00,-41.24133333,148.7328333,,128,Challenger,Oblong,79,Bongo-500,932,18,,,0,
70,NIMO_Challenger_89,Ch190,1989-01-26 07:42:00,-41.2835,148.635,,112,Challenger,Oblong,86,Bongo-500,136,18,,,0,
71,NIMO_Challenger_89,Ch190,1989-01-26 06:45:00,-41.29816667,148.5003333,,114,Challenger,Oblong,88,Bongo-500,107,18,,,0,
72,NIMO_Challenger_89,Ch190,1989-01-26 05:52:00,-41.31683333,148.3665,,105,Challenger,Oblong,20,Bongo-500,42,16.8,,,0,
73,NIMO_Challenger_89,Ch193,1989-03-02 12:05:00,-41.565,148.469,,117,Challenger,Oblong,68,Bongo-500,92,18.8,,,0,
74,NIMO_Challenger_89,Ch193,1989-03-01 17:00:00,-41.56716667,148.5913333,,150,Challenger,Oblong,56,Bongo-500,,20.6,,,0,
75,NIMO_Challenger_89,Ch193,1989-03-01 14:45:00,-41.8175,148.5923333,,147,Challenger,Oblong,59,Bongo-500,130,20.5,,,0,
76,NIMO_Challenger_89,Ch193,1989-03-01 13:40:00,-41.81733333,148.448,,162,Challenger,Oblong,50,Bongo-500,75,19.5,,,0,
77,NIMO_Challenger_89,Ch193,1989-03-01 12:40:00,-41.8185,148.3171667,,155,Challenger,Oblong,11,Bongo-500,40,17.9,,,0,
78,NIMO_Challenger_89,Ch193,1989-03-01 10:47:00,-42.03383333,148.3375,,116,Challenger,Oblong,35,Bongo-500,58,17.9,,,0,
79,NIMO_Challenger_89,Ch193,1989-03-01 09:43:00,-42.04816667,148.4961667,,122,Challenger,Oblong,58,Bongo-500,84,18.3,,,0,
80,NIMO_Challenger_89,Ch193,1989-03-01 08:42:00,-42.06,148.621,,153,Challenger,Oblong,54,Bongo-500,130,18.8,,,0,
81,NIMO_Challenger_89,Ch193,1989-02-28 18:03:00,-42.2625,148.5611667,,163,Challenger,Oblong,54,Bongo-500,130,18,,,0,
82,NIMO_Challenger_89,Ch193,1989-02-28 17:10:00,-42.28383333,148.45,,137,Challenger,Oblong,67,Bongo-500,94,18.1,,,0,
83,NIMO_Challenger_89,Ch193,1989-02-28 16:20:00,-42.29283333,148.3381667,,136,Challenger,Oblong,40,Bongo-500,70,18.2,,,0,
84,NIMO_Challenger_89,Ch193,1989-02-28 13:50:00,-42.50733333,148.0695,,134,Challenger,Oblong,11,Bongo-500,36,18.6,,,0,
85,NIMO_Challenger_89,Ch193,1989-02-28 12:33:00,-42.541,148.2643333,,101,Challenger,Oblong,41,Bongo-500,85,18.2,,,0,
86,NIMO_Challenger_89,Ch193,1989-02-28 11:20:00,-42.61166667,148.4281667,,112,Challenger,Oblong,49,Bongo-500,,17.9,,,0,
87,NIMO_Challenger_89,Ch193,1989-02-28 09:55:00,-42.76433333,148.3666667,,122,Challenger,Oblong,51,Bongo-500,140,18,,,0,
88,NIMO_Challenger_89,Ch193,1989-02-28 08:40:00,-42.80233333,148.1833333,,116,Challenger,Oblong,65,Bongo-500,93,17.8,,,0,
89,NIMO_Challenger_89,Ch193,1989-02-28 07:15:00,-42.85,148,,89,Challenger,Oblong,11,Bongo-500,47,17.8,,,0,
90,NIMO_Challenger_89,Ch193,1989-02-27 16:40:00,-43.01616667,148.2355,,106,Challenger,Oblong,76,Bongo-500,175,18,,,0,
91,NIMO_Challenger_89,Ch193,1989-02-27 17:45:00,-43.03166667,148.1036667,,110,Challenger,Oblong,59,Bongo-500,96,17.9,,,0,
92,NIMO_Challenger_89,Ch193,1989-02-27 18:30:00,-43.03616667,147.9988333,,132,Challenger,Oblong,33,Bongo-500,76,17.7,,,0,
93,NIMO_Challenger_89,Ch193,1989-03-02 09:55:00,-41.27216667,148.6566667,,135,Challenger,Oblong,77,Bongo-500,170,20.6,,,0,
94,NIMO_Challenger_89,Ch193,1989-03-02 08:25:00,-41.2985,148.4981667,,127,Challenger,Oblong,60,Bongo-500,110,19.4,,,0,
95,NIMO_Challenger_89,Ch193,1989-03-02 07:30:00,-41.2985,148.382,,139,Challenger,Oblong,29,Bongo-500,57,17.2,,,0,
96,NIMO_Challenger_89,Ch193,1989-03-02 13:20:00,-41.56133333,148.3408333,,118,Challenger,Oblong,19,Bongo-500,42,16.9,,,0,
97,NIMO_Challenger_89,Ch197,1989-04-05 14:40:00,-42.26416667,148.5683333,,109,Challenger,Oblong,60,Bongo-500,140,18.3,,,0,
98,NIMO_Challenger_89,Ch197,1989-04-05 13:50:00,-42.28116667,148.4505,,120,Challenger,Oblong,67,Bongo-500,99,18.4,,,0,
99,NIMO_Challenger_89,Ch197,1989-04-05 12:55:00,-42.29133333,148.331,,129,Challenger,Oblong,38,Bongo-500,60,17.2,,,0,
100,NIMO_Challenger_89,Ch197,1989-04-05 10:35:00,-42.5,148.05,,95,Challenger,Oblong,17,Bongo-500,34,17.8,,,0,
101,NIMO_Challenger_89,Ch197,1989-04-05 09:10:00,-42.551,148.269,,112,Challenger,Oblong,63,Bongo-500,90,17.9,,,0,
102,NIMO_Challenger_89,Ch197,1989-04-05 07:55:00,-42.618,148.4438333,,101,Challenger,Oblong,58,Bongo-500,150,18.1,,,0,
103,NIMO_Challenger_89,Ch197,1989-04-04 15:45:00,-42.76666667,148.3606667,,98,Challenger,Oblong,56,Bongo-500,130,18,,,0,
104,NIMO_Challenger_89,Ch197,1989-04-04 14:50:00,-42.79733333,148.1745,,135,Challenger,Oblong,63,Bongo-500,84,17.2,,,0,
105,NIMO_Challenger_89,Ch197,1989-04-04 13:35:00,-42.86666667,148.0078333,,94,Challenger,Oblong,43,Bongo-500,50,17.3,,,0,
106,NIMO_Challenger_89,Ch197,1989-04-04 10:50:00,-43.02483333,148.251,,131,Challenger,Oblong,50,Bongo-500,140,17.8,,,0,
107,NIMO_Challenger_89,Ch197,1989-04-04 11:55:00,-43.03933333,148.1086667,,123,Challenger,Oblong,63,Bongo-500,98,17.8,,,0,
108,NIMO_Challenger_89,Ch197,1989-04-04 09:15:00,-43.0325,147.9746667,,110,Challenger,Oblong,42,Bongo-500,66,16.5,,,0,
109,NIMO_Challenger_89,Ch198,1989-04-12 12:10:00,-41.5695,148.4748333,,135,Challenger,Oblong,58,Bongo-500,98,18.3,,,0,
110,NIMO_Challenger_89,Ch198,1989-04-12 11:20:00,-41.57233333,148.6103333,,101,Challenger,Oblong,64,Bongo-500,150,18.3,,,0,
111,NIMO_Challenger_89,Ch198,1989-04-12 08:25:00,-41.824,148.4478333,,140,Challenger,Oblong,54,Bongo-500,74,18.1,,,0,
112,NIMO_Challenger_89,Ch198,1989-04-12 07:35:00,-41.81316667,148.3203333,,131,Challenger,Oblong,39,Bongo-500,43,17.5,,,0,
113,NIMO_Challenger_89,Ch198,1989-04-11 07:55:00,-42.04866667,148.3603333,,127,Challenger,Oblong,48,Bongo-500,59,17.7,,,0,
114,NIMO_Challenger_89,Ch198,1989-04-11 08:55:00,-42.02966667,148.479,,112,Challenger,Oblong,52,Bongo-500,84,18.1,,,0,
115,NIMO_Challenger_89,Ch198,1989-04-11 10:00:00,-42.06433333,148.6103333,,105,Challenger,Oblong,73,Bongo-500,130,19,,,0,
116,NIMO_Challenger_89,Ch198,1989-04-12 17:20:00,-41.31783333,148.6313333,,142,Challenger,Oblong,44,Bongo-500,140,18.2,,,0,
117,NIMO_Challenger_89,Ch198,1989-04-12 16:30:00,-41.31633333,148.5,,146,Challenger,Oblong,41,Bongo-500,108,17.9,,,0,
118,NIMO_Challenger_89,Ch198,1989-04-12 15:30:00,-41.33333333,148.3876667,,114,Challenger,Oblong,16,Bongo-500,40,17.6,,,0,
119,NIMO_Challenger_89,Ch198,1989-04-12 13:00:00,-41.5905,148.3401667,,46,Challenger,Oblong,40,Bongo-500,,17.8,,,0,
120,NIMO_Challenger_89,Ch215,1989-11-15 14:53:00,-42.66666667,148.45,,133,Challenger,Oblong,35,Bongo-500,48,14.5,,,0,
121,NIMO_Challenger_89,Ch215,1989-11-15 13:46:00,-42.63333333,148.2666667,,147,Challenger,Oblong,57,Bongo-500,89,13.8,,,0,
122,NIMO_Challenger_89,Ch215,1989-11-15 11:46:00,-42.51666667,148.1,,144,Challenger,Oblong,68,Bongo-500,217,14.2,,,0,
123,NIMO_Challenger_89,Ch215,1989-11-14 13:07:00,-41.28333333,148.6666667,,151,Challenger,Oblong,42,Bongo-500,179,14.7,,,0,
124,NIMO_Challenger_89,Ch215,1989-11-14 15:11:00,-41.3,148.5,,155,Challenger,Oblong,69,Bongo-500,108,15.1,,,0,
125,NIMO_Challenger_89,Ch217,1989-12-12 15:27:00,-41.56666667,148.4666667,,144,Challenger,Oblong,64,Bongo-500,100,15,,,0,
126,NIMO_Challenger_89,Ch217,1989-12-12 16:30:00,-41.56666667,148.5833333,,142,Challenger,Oblong,51,Bongo-500,144,16.9,,,0,
127,NIMO_Challenger_89,Ch217,1989-12-12 11:35:00,-41.81666667,148.45,,138,Challenger,Oblong,63,Bongo-500,75,15.3,,,0,
128,NIMO_Challenger_89,Ch217,1989-12-12 12:36:00,-41.81666667,148.3166667,,138,Challenger,Oblong,30,Bongo-500,47,14.8,,,0,
129,NIMO_Challenger_89,Ch217,1989-12-13 08:43:00,-42,148.3333333,,116,Challenger,Oblong,21,Bongo-500,52,14.4,,,0,
130,NIMO_Challenger_89,Ch217,1989-12-13 09:47:00,-42.03333333,148.4833333,,113,Challenger,Oblong,68,Bongo-500,87,15.7,,,0,
131,NIMO_Challenger_89,Ch217,1989-12-13 10:55:00,-42.05,148.6166667,,124,Challenger,Oblong,74,Bongo-500,135,16,,,0,
132,NIMO_Challenger_89,Ch217,1989-12-13 12:40:00,-42.26666667,148.55,,178,Challenger,Oblong,63,Bongo-500,125,16.4,,,0,
133,NIMO_Challenger_89,Ch217,1989-12-13 13:30:00,-42.28333333,148.45,,56,Challenger,Oblong,15,Bongo-500,101,15.7,,,0,
134,NIMO_Challenger_89,Ch217,1989-12-13 14:10:00,-42.3,148.3666667,,139,Challenger,Oblong,37,Bongo-500,83,15.3,,,0,
135,NIMO_Challenger_89,Ch217,1989-12-13 16:36:00,-42.5,148.05,,121,Challenger,Oblong,19,Bongo-500,39,15.9,,,0,
136,NIMO_Challenger_89,Ch217,1989-12-14 08:15:00,-42.55,148.25,,130,Challenger,Oblong,66,Bongo-500,82,15.5,,,0,
137,NIMO_Challenger_89,Ch217,1989-12-14 09:45:00,-42.63333333,148.4333333,,128,Challenger,Oblong,92,Bongo-500,127,15.5,,,0,
138,NIMO_Challenger_89,Ch217,1989-12-14 12:00:00,-42.8,148.1833333,,131,Challenger,Oblong,77,Bongo-500,102,15,,,0,
139,NIMO_Challenger_89,Ch217,1989-12-14 13:24:00,-42.85,148,,125,Challenger,Oblong,50,Bongo-500,65,14.7,,,0,
140,NIMO_Challenger_89,Ch217,1989-12-12 18:28:00,-41.33333333,148.6333333,,150,Challenger,Oblong,64,Bongo-500,297,16.9,,,0,
141,NIMO_Challenger_89,Ch217,1989-12-12 19:18:00,-41.31666667,148.5,,154,Challenger,Oblong,52,Bongo-500,109,16.4,,,0,
142,NIMO_Challenger_89,Ch217,1989-12-12 20:14:00,-41.31666667,148.3666667,,95,Challenger,Oblong,45,Bongo-500,53,14.7,,,0,
143,NIMO_Challenger_89,Ch217,1989-12-12 14:27:00,-41.56666667,148.3333333,,112,Challenger,Oblong,24,Bongo-500,33,14.7,,,0,
144,NIMO_Challenger_89,Ch218,1990-01-08 12:15:00,-41.56666667,148.4666667,,121,Challenger,Oblong,81,Bongo-500,100,16.7,,,0,
145,NIMO_Challenger_89,Ch218,1990-01-08 11:20:00,-41.56666667,148.5833333,,149,Challenger,Oblong,70,Bongo-500,130,16.5,,,0,
146,NIMO_Challenger_89,Ch218,1990-01-07 16:10:00,-41.81666667,148.5833333,,177,Challenger,Oblong,64,Bongo-500,132,16.8,,,0,
147,NIMO_Challenger_89,Ch218,1990-01-07 17:20:00,-41.81666667,148.45,,159,Challenger,Oblong,51,Bongo-500,75,17,,,0,
148,NIMO_Challenger_89,Ch218,1990-01-07 19:30:00,-41.81666667,148.3166667,,106,Challenger,Oblong,22,Bongo-500,45,16.6,,,0,
149,NIMO_Challenger_89,Ch218,1990-01-07 13:45:00,-42.03333333,148.3166667,,115,Challenger,Oblong,24,Bongo-500,45,16.5,,,0,
150,NIMO_Challenger_89,Ch218,1990-01-07 12:25:00,-42.03333333,148.4833333,,165,Challenger,Oblong,67,Bongo-500,86,16.9,,,0,
151,NIMO_Challenger_89,Ch218,1990-01-07 11:15:00,-42.06666667,148.6166667,,133,Challenger,Oblong,77,Bongo-500,130,16.3,,,0,
152,NIMO_Challenger_89,Ch218,1990-01-07 09:15:00,-42.26666667,148.55,,147,Challenger,Oblong,67,Bongo-500,130,16.5,,,0,
153,NIMO_Challenger_89,Ch218,1990-01-07 07:50:00,-42.28333333,148.45,,156,Challenger,Oblong,78,Bongo-500,100,16.4,,,0,
154,NIMO_Challenger_89,Ch218,1990-01-07 06:55:00,-42.28333333,148.3833333,,145,Challenger,Oblong,48,Bongo-500,69,15.9,,,0,
155,NIMO_Challenger_89,Ch218,1990-01-06 16:15:00,-42.5,148.0166667,,103,Challenger,Oblong,8,Bongo-500,29,16.8,,,0,
156,NIMO_Challenger_89,Ch218,1990-01-06 14:10:00,-42.55,148.2666667,,208,Challenger,Oblong,51,Bongo-500,90,16.2,,,0,
157,NIMO_Challenger_89,Ch218,1990-01-06 12:15:00,-42.61666667,148.4333333,,176,Challenger,Oblong,75,Bongo-500,170,16.7,,,0,
158,NIMO_Challenger_89,Ch218,1990-01-06 10:45:00,-42.76666667,148.3666667,,191,Challenger,Oblong,68,Bongo-500,130,17,,,0,
159,NIMO_Challenger_89,Ch218,1990-01-06 08:50:00,-42.78333333,148.1833333,,155,Challenger,Oblong,68,Bongo-500,88,16.2,,,0,
160,NIMO_Challenger_89,Ch218,1990-01-06 07:00:00,-42.85,148,,154,Challenger,Oblong,34,Bongo-500,60,15.6,,,0,
161,NIMO_Challenger_89,Ch218,1990-01-05 16:40:00,-43.03333333,148.2333333,,159,Challenger,Oblong,71,Bongo-500,138,16.9,,,0,
162,NIMO_Challenger_89,Ch218,1990-01-05 17:25:00,-43.03333333,148.1,,180,Challenger,Oblong,71,Bongo-500,96,16.4,,,0,
163,NIMO_Challenger_89,Ch218,1990-01-05 18:30:00,-43.03333333,147.9833333,,152,Challenger,Oblong,67,Bongo-500,65,15.9,,,0,
164,NIMO_Challenger_89,Ch218,1990-01-08 09:10:00,-41.31666667,148.6333333,,87,Challenger,Oblong,70,Bongo-500,150,16.8,,,0,
165,NIMO_Challenger_89,Ch218,1990-01-08 08:00:00,-41.31666667,148.5,,154,Challenger,Oblong,65,Bongo-500,100,16.5,,,0,
166,NIMO_Challenger_89,Ch218,1990-01-08 06:50:00,-41.31666667,148.3666667,,132,Challenger,Oblong,22,Bongo-500,40,16.4,,,0,
167,NIMO_Challenger_89,Ch218,1990-01-08 13:10:00,-41.56666667,148.35,,138,Challenger,Oblong,19,Bongo-500,40,16.5,,,0,
168,NIMO_Challenger_89,Ch219,1990-01-25 12:15:00,-41.56666667,148.4666667,,166,Challenger,Oblong,0,Bongo-500,105,17.5,,,0,
169,NIMO_Challenger_89,Ch219,1990-01-25 11:15:00,-41.56666667,148.5833333,,154,Challenger,Oblong,72,Bongo-500,140,17.5,,,0,
170,NIMO_Challenger_89,Ch219,1990-01-25 15:15:00,-41.81666667,148.5833333,,151,Challenger,Oblong,87,Bongo-500,130,17.9,,,0,
171,NIMO_Challenger_89,Ch219,1990-01-25 14:15:00,-41.81666667,148.45,,147,Challenger,Oblong,62,Bongo-500,80,16.8,,,0,
172,NIMO_Challenger_89,Ch219,1990-01-24 15:05:00,-41.81666667,148.3166667,,114,Challenger,Oblong,20,Bongo-500,45,16.8,,,0,
173,NIMO_Challenger_89,Ch219,1990-01-24 12:45:00,-42.03333333,148.3166667,,125,Challenger,Oblong,21,Bongo-500,45,16.4,,,0,
174,NIMO_Challenger_89,Ch219,1990-01-24 11:25:00,-42.03333333,148.4833333,,130,Challenger,Oblong,72,Bongo-500,85,17.4,,,0,
175,NIMO_Challenger_89,Ch219,1990-01-24 10:15:00,-42.06666667,148.6166667,,136,Challenger,Oblong,80,Bongo-500,140,17.5,,,0,
176,NIMO_Challenger_89,Ch219,1990-01-24 07:50:00,-42.26666667,148.55,,142,Challenger,Oblong,79,Bongo-500,140,16.9,,,0,
177,NIMO_Challenger_89,Ch219,1990-01-24 06:55:00,-42.28333333,148.45,,142,Challenger,Oblong,78,Bongo-500,100,16.6,,,0,
178,NIMO_Challenger_89,Ch219,1990-01-24 06:10:00,-42.28333333,148.3833333,,157,Challenger,Oblong,68,Bongo-500,84,16.4,,,0,
179,NIMO_Challenger_89,Ch219,1990-01-23 14:40:00,-42.5,148.0666667,,151,Challenger,Oblong,17,Bongo-500,40,17.4,,,0,
180,NIMO_Challenger_89,Ch219,1990-01-23 13:05:00,-42.55,148.2666667,,153,Challenger,Oblong,69,Bongo-500,90,17,,,0,
