I_SAMPLE_ID,PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,LATITUDE,LONGITUDE,STATIONNAME,SAMPVOL_M3,VESSEL,TOWTYPE,GEARDEPTH_M,GEARMESH_UM,DEPTH_M,TEMPERATURE_C,SALINITY_PSU,COMMENTS,QC_FLAG,FLAG_COMMENT
1877,NIMO_Kamala_89,Kapala T3_,1990-09-07 00:00:00,-33.9,151.4667,Bondi,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1878,NIMO_Kamala_89,Kapala T3_,1990-09-07 00:00:00,-33.9,151.4667,Bondi,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1879,NIMO_Kamala_89,Kapala T3_,1990-09-07 00:00:00,-33.9,151.4667,Bondi,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1880,NIMO_Kamala_89,Kapala T3_,1990-09-07 00:00:00,-33.9,151.4667,Bondi,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1881,NIMO_Kamala_89,Kapala T3_,1990-09-07 00:00:00,-33.9,151.4667,Bondi,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1882,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1883,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1884,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1885,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,412,Kamala,Surface,0,Ring-500,30,,,,0,
1886,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,412,Kamala,Surface,0,Ring-500,30,,,,0,
1887,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.3,Malabar,412,Kamala,Surface,0,Ring-500,30,,,,0,
1888,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1889,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1890,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1891,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1892,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1893,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.967,151.367,Malabar,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1894,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1895,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1896,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1897,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1898,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1899,NIMO_Kamala_89,Kapala T3_,1990-09-05 00:00:00,-33.96667,151.45,Malabar,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1900,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1901,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1902,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1903,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,412,Kamala,Surface,0,Ring-500,30,,,,0,
1904,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,412,Kamala,Surface,0,Ring-500,30,,,,0,
1905,NIMO_Kamala_89,Kapala T3_,1990-09-11 00:00:00,-34.1,151.233,Port Hacking,412,Kamala,Surface,0,Ring-500,30,,,,0,
1906,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1907,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1908,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1909,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1910,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1911,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.25,Port Hacking,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1912,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1913,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1914,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1915,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1916,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1917,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.1,151.2833,Port Hacking,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1918,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1919,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1920,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,278.6,Kamala,Oblong,20,Ring-500,30,,,,0,
1921,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,412,Kamala,Surface,0,Ring-500,30,,,,0,
1922,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,412,Kamala,Surface,0,Ring-500,30,,,,0,
1923,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.15,Marley Beach,412,Kamala,Surface,0,Ring-500,30,,,,0,
1924,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1925,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1926,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,244.8,Kamala,Oblong,30,Ring-500,60,,,,0,
1927,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1928,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1929,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.133,151.183,Marley Beach,364.7,Kamala,Surface,0,Ring-500,60,,,,0,
1930,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1931,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1932,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,312.1,Kamala,Oblong,30,Ring-500,100,,,,0,
1933,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1934,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1935,NIMO_Kamala_89,Kapala T3_,1990-09-06 00:00:00,-34.13333,151.2333,Marley Beach,468.7,Kamala,Surface,0,Ring-500,100,,,,0,
1936,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1937,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1938,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1939,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,390,Kamala,Surface,0,Ring-500,30,,,,0,
1940,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,390,Kamala,Surface,0,Ring-500,30,,,,0,
1941,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.733,151.35,Long Reef,390,Kamala,Surface,0,Ring-500,30,,,,0,
1942,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1943,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1944,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1945,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1946,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1947,NIMO_Kamala_89,Kapala T4_,1990-11-08 00:00:00,-33.75,151.433,Long Reef,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1948,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1949,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1950,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1951,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,390,Kamala,Surface,0,Ring-500,30,,,,0,
1952,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,390,Kamala,Surface,0,Ring-500,30,,,,0,
1953,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.817,151.333,North Head,390,Kamala,Surface,0,Ring-500,30,,,,0,
1954,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1955,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1956,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1957,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1958,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1959,NIMO_Kamala_89,Kapala T4_,1990-11-09 00:00:00,-33.817,151.417,North Head,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1960,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1961,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1962,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1963,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,390,Kamala,Surface,0,Ring-500,30,,,,0,
1964,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,390,Kamala,Surface,0,Ring-500,30,,,,0,
1965,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.883,151.317,Bondi,390,Kamala,Surface,0,Ring-500,30,,,,0,
1966,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1967,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1968,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1969,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1970,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1971,NIMO_Kamala_89,Kapala T4_,1990-11-07 00:00:00,-33.9,151.417,Bondi,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1972,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1973,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1974,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1975,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,390,Kamala,Surface,0,Ring-500,30,,,,0,
1976,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,390,Kamala,Surface,0,Ring-500,30,,,,0,
1977,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.3,Malabar,390,Kamala,Surface,0,Ring-500,30,,,,0,
1978,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1979,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1980,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1981,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1982,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1983,NIMO_Kamala_89,Kapala T4_,1990-11-06 00:00:00,-33.967,151.367,Malabar,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1984,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1985,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1986,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1987,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,390,Kamala,Surface,0,Ring-500,30,,,,0,
1988,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,390,Kamala,Surface,0,Ring-500,30,,,,0,
1989,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.233,Port Hacking,390,Kamala,Surface,0,Ring-500,30,,,,0,
1990,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1991,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1992,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,358,Kamala,Oblong,30,Ring-500,60,,,,0,
1993,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1994,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1995,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.1,151.25,Port Hacking,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
1996,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1997,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1998,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,241.3,Kamala,Oblong,20,Ring-500,30,,,,0,
1999,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,390,Kamala,Surface,0,Ring-500,30,,,,0,
2000,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,390,Kamala,Surface,0,Ring-500,30,,,,0,
2001,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.15,Marley Beach,390,Kamala,Surface,0,Ring-500,30,,,,0,
2002,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,358,Kamala,Oblong,30,Ring-500,60,,,,0,
2003,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,358,Kamala,Oblong,30,Ring-500,60,,,,0,
2004,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,358,Kamala,Oblong,30,Ring-500,60,,,,0,
2005,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
2006,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
2007,NIMO_Kamala_89,Kapala T4_,1990-11-05 00:00:00,-34.133,151.183,Marley Beach,408.3,Kamala,Surface,0,Ring-500,60,,,,0,
2008,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2009,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2010,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2011,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2012,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2013,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.733,151.35,Long Reef,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2014,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2015,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2016,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2017,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2018,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2019,NIMO_Kamala_89,Kapala T5_,1990-11-30 00:00:00,-33.75,151.433,Long Reef,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2020,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2021,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2022,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2023,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2024,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2025,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.817,151.333,North Head,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2026,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2027,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2028,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2029,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2030,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2031,NIMO_Kamala_89,Kapala T5_,1990-11-28 00:00:00,-33.817,151.417,North Head,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2032,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2033,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2034,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2035,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2036,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2037,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.883,151.317,Bondi,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2038,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2039,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2040,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,355.9,Kamala,Oblong,30,Ring-500,60,,,,0,
2041,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2042,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2043,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.9,151.417,Bondi,397.5,Kamala,Surface,0,Ring-500,60,,,,0,
2044,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2045,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2046,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,305.8,Kamala,Oblong,20,Ring-500,30,,,,0,
2047,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2048,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
2049,NIMO_Kamala_89,Kapala T5_,1990-11-27 00:00:00,-33.967,151.3,Malabar,325.7,Kamala,Surface,0,Ring-500,30,,,,0,
