TripCode,StationName,SampleTime_Local,Latitude,Longitude,SST,chl_gsm,chl_oc3,GSLA,WaterDepth_m
PH420030911,Port Hacking 4,2003-09-11T00:00:00Z,-34.11758,151.21815,17.325539972548825,0.660311484778369,0.75109417204346,0.00638863880284233,-104.6
PH420040120,Port Hacking 4,2004-01-20T00:00:00Z,-34.11758,151.21815,21.968747769485958,0.59701998528369,0.42406512782909,0.0320612733824398,-104.6
PH420040914,Port Hacking 4,2004-09-14T00:00:00Z,-34.11758,151.21815,17.802200420833458,NA,NA,0.00930828742770818,-104.6
PH420050817,Port Hacking 4,2005-08-17T00:00:00Z,-34.11758,151.21815,16.7092050510617,0.841820080273895,0.756168250073778,0.0106969007980712,-104.6
PH420070115,Port Hacking 4,2007-01-15T00:00:00Z,-34.11758,151.21815,20.45311266424943,0.728603652190594,0.819044726333399,0.0306657753065563,-104.6
PH420070516,Port Hacking 4,2007-05-16T00:00:00Z,-34.11758,151.21815,21.123799671317045,NA,NA,0.0331607739612104,-104.6
PH420081202,Port Hacking 4,2008-12-02T00:00:00Z,-34.11758,151.21815,20.167441821590387,0.523359562411453,0.551941785848502,0.145862389940946,-104.6
PHB20090518,Port Hacking,2009-05-19T09:25:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20090623,Port Hacking,2009-06-24T09:10:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20100218,Port Hacking,2010-02-19T09:05:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20100316,Port Hacking,2010-03-17T09:05:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20100609,Port Hacking,2010-06-09T10:53:00Z,-34.11923,151.22667,20.0474961999804,0.795673141255975,0.388388542458415,0.0637790064491116,-111.042
PHB20100817,Port Hacking,2010-08-18T09:30:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20110717,Port Hacking,2011-07-18T09:38:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
PHB20131202,Port Hacking,2013-12-03T09:30:00Z,-34.11923,151.22667,NA,NA,NA,NA,-111.042
